Partner_id,Recommended_Products,Similarity_Scores
463_60,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
310_39,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
698_55,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
061_79,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
885_63,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
596_83,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
768_23,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
650_2,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
651_92,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
866_72,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
669_75,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
299_74,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
690_68,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
315_87,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
311_95,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
362_45,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
480_23,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
111_6,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
990_81,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
487_82,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
364_17,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
255_72,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
260_95,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
803_55,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
678_87,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
495_70,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
671_96,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
378_60,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
527_15,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
846_84,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
138_86,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
356_67,"['VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
366_94,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
943_28,"['VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[0.37323943661971826, 0.34003350083752093, 0.3293918918918919]"
750_98,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
949_66,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
830_94,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
657_77,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
200_44,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
214_64,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
409_34,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
333_97,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
209_45,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
614_53,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
079_39,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
