Partner_id,Product_id,Similarity_Scores,Scheme_1,Scheme_2,Scheme_3
244_49,Controller,2.6958669414778402,Bulk Purchase,Discount,Loyalty
245_56,Pump Starter and Controller,3.6251208530931316,Loyalty,Discount,Bulk Purchase
245_56,BBT(Busbar Trunking),3.5868458452443592,Loyalty,Bulk Purchase,Discount
245_56,Controller,2.751877109048645,Bulk Purchase,Discount,Loyalty
246_78,SDF(Switch Disconnectors),3.407487268649868,Bulk Purchase,Loyalty,Discount
246_78,RMU(Ring Main Unit),2.5642132259383,Loyalty,Bulk Purchase,Discount
246_78,Modular Switches,2.5642132259383,Loyalty,Bulk Purchase,Discount
247_75,VCU(Vacuum Contactor Units),3.3485945989458883,Loyalty,Bulk Purchase,Discount
247_75,RMU(Ring Main Unit),3.3391640139879835,Loyalty,Bulk Purchase,Discount
247_75,BBT(Busbar Trunking),2.5485945989458885,Loyalty,Bulk Purchase,Discount
248_74,Starter,3.084283418983089,Loyalty,Bulk Purchase,Discount
248_74,BBT(Busbar Trunking),2.3889221078739067,Loyalty,Bulk Purchase,Discount
248_74,Modular Switches,2.328354472964635,Loyalty,Bulk Purchase,Discount
249_19,PSS(Compact Sub-Stations),3.3921465949613374,Bulk Purchase,Loyalty,Discount
249_19,RMU(Ring Main Unit),2.575650014033611,Loyalty,Bulk Purchase,Discount
249_19,SDF(Switch Disconnectors),2.575650014033611,Bulk Purchase,Loyalty,Discount
250_87,E-House,3.2262930848127063,Bulk Purchase,Loyalty,Discount
250_87,SDF(Switch Disconnectors),3.2262930848127063,Bulk Purchase,Loyalty,Discount
250_87,MCCB(Moduled Case Circuit Breaker),3.216862499854801,Loyalty,Bulk Purchase,Discount
251_34,Modular Switches,1.7888543819998317,Loyalty,Bulk Purchase,Discount
251_34,PSS(Compact Sub-Stations),1.7888543819998317,Bulk Purchase,Loyalty,Discount
251_34,Starter,1.752543521320949,Loyalty,Bulk Purchase,Discount
252_62,E-House,3.4556057308448827,Bulk Purchase,Loyalty,Discount
252_62,Pump Starter and Controller,3.4277607768067466,Loyalty,Discount,Bulk Purchase
252_62,VCB(Vacuum Circuit Breaker),3.4055636422291884,Loyalty,Bulk Purchase,Discount
253_82,VCB(Vacuum Circuit Breaker),4.344530829969656,Loyalty,Bulk Purchase,Discount
253_82,Starter,2.65798274454652,Loyalty,Bulk Purchase,Discount
253_82,PSS(Compact Sub-Stations),2.65798274454652,Bulk Purchase,Loyalty,Discount
254_97,SDF(Switch Disconnectors),3.49599713897685,Bulk Purchase,Loyalty,Discount
254_97,Controller,2.6527230962652824,Bulk Purchase,Discount,Loyalty
254_97,MCCB(Moduled Case Circuit Breaker),2.607108250087961,Loyalty,Bulk Purchase,Discount
255_72,Controller,3.1811388300841896,Bulk Purchase,Discount,Loyalty
255_72,Solar Solutions,3.1717082451262844,Bulk Purchase,Loyalty,Discount
255_72,Pump Starter and Controller,2.3905694150420946,Loyalty,Discount,Bulk Purchase
256_36,SDF(Switch Disconnectors),2.6907515490546983,Bulk Purchase,Loyalty,Discount
256_36,E-House,2.6680001879818276,Bulk Purchase,Loyalty,Discount
256_36,Modular Switches,2.6521084880780696,Loyalty,Bulk Purchase,Discount
257_36,Modular Switches,4.249748478471264,Loyalty,Bulk Purchase,Discount
257_36,SDF(Switch Disconnectors),3.3926056213284066,Bulk Purchase,Loyalty,Discount
257_36,Solar Solutions,2.54745136659989,Bulk Purchase,Loyalty,Discount
258_63,RMU(Ring Main Unit),3.60029440729709,Loyalty,Bulk Purchase,Discount
258_63,BBT(Busbar Trunking),3.60029440729709,Loyalty,Bulk Purchase,Discount
258_63,VCU(Vacuum Contactor Units),2.718377303608894,Loyalty,Bulk Purchase,Discount
259_12,E-House,3.491869685263447,Bulk Purchase,Loyalty,Discount
259_12,Starter,3.4815531191139573,Loyalty,Bulk Purchase,Discount
259_12,AIS(Air Insulated Switchgear),2.6214814054849582,Loyalty,Bulk Purchase,Discount
260_95,Controller,3.3276765995753577,Bulk Purchase,Discount,Loyalty
260_95,BBT(Busbar Trunking),2.5027186881910524,Loyalty,Bulk Purchase,Discount
260_95,SDF(Switch Disconnectors),2.494257357734473,Bulk Purchase,Loyalty,Discount
261_25,Pump Starter and Controller,4.144411138042873,Loyalty,Discount,Bulk Purchase
261_25,SDF(Switch Disconnectors),3.3426274123055997,Bulk Purchase,Loyalty,Discount
261_25,Modular Switches,1.6837008294254698,Loyalty,Bulk Purchase,Discount
262_63,Modular Switches,3.3532541223137944,Loyalty,Bulk Purchase,Discount
262_63,BBT(Busbar Trunking),1.6799340692456433,Loyalty,Bulk Purchase,Discount
262_63,Solar Solutions,1.6799340692456433,Bulk Purchase,Loyalty,Discount
263_68,ACB(Air Circuit Breaker),4.391745689034852,Loyalty,Bulk Purchase,Discount
263_68,VCU(Vacuum Contactor Units),3.525720285250413,Loyalty,Bulk Purchase,Discount
263_68,AIS(Air Insulated Switchgear),3.525720285250413,Loyalty,Bulk Purchase,Discount
264_80,Pump Starter and Controller,3.5604143466934843,Loyalty,Discount,Bulk Purchase
264_80,SDF(Switch Disconnectors),2.6764397504779236,Bulk Purchase,Loyalty,Discount
264_80,ACB(Air Circuit Breaker),2.6160254037844384,Loyalty,Bulk Purchase,Discount
265_13,PSS(Compact Sub-Stations),3.9358662397283757,Bulk Purchase,Loyalty,Discount
265_13,BBT(Busbar Trunking),3.190510247228446,Loyalty,Bulk Purchase,Discount
265_13,ACB(Air Circuit Breaker),2.390510247228446,Loyalty,Bulk Purchase,Discount
266_94,AIS(Air Insulated Switchgear),4.14982991426106,Loyalty,Bulk Purchase,Discount
266_94,RMU(Ring Main Unit),4.14982991426106,Loyalty,Bulk Purchase,Discount
266_94,PSS(Compact Sub-Stations),3.3164965809277267,Bulk Purchase,Loyalty,Discount
267_3,Controller,2.6581163303210333,Bulk Purchase,Discount,Loyalty
267_3,AIS(Air Insulated Switchgear),2.6432740427115684,Loyalty,Bulk Purchase,Discount
267_3,BBT(Busbar Trunking),1.7581163303210332,Loyalty,Bulk Purchase,Discount
268_21,Pump Starter and Controller,4.1858951188712386,Loyalty,Discount,Bulk Purchase
268_21,Starter,3.340740864142722,Loyalty,Bulk Purchase,Discount
268_21,RMU(Ring Main Unit),3.340740864142722,Loyalty,Bulk Purchase,Discount
269_47,Controller,3.3699895831289255,Bulk Purchase,Discount,Loyalty
269_47,Solar Solutions,2.4571186539536485,Bulk Purchase,Loyalty,Discount
269_47,AIS(Air Insulated Switchgear),1.7293675101030033,Loyalty,Bulk Purchase,Discount
270_53,Starter,2.679456347245071,Loyalty,Bulk Purchase,Discount
270_53,BBT(Busbar Trunking),1.8090680674665818,Loyalty,Bulk Purchase,Discount
270_53,MCCB(Moduled Case Circuit Breaker),1.8090680674665818,Loyalty,Bulk Purchase,Discount
271_48,PSS(Compact Sub-Stations),3.971708245126284,Bulk Purchase,Loyalty,Discount
271_48,VCB(Vacuum Circuit Breaker),3.1717082451262844,Loyalty,Bulk Purchase,Discount
271_48,MCCB(Moduled Case Circuit Breaker),2.3905694150420946,Loyalty,Bulk Purchase,Discount
272_69,ACB(Air Circuit Breaker),4.27491582276861,Loyalty,Bulk Purchase,Discount
272_69,AIS(Air Insulated Switchgear),3.39991582276861,Loyalty,Bulk Purchase,Discount
272_69,Pump Starter and Controller,3.39991582276861,Loyalty,Discount,Bulk Purchase
273_56,VCU(Vacuum Contactor Units),3.4957118495114647,Loyalty,Bulk Purchase,Discount
273_56,Controller,2.6375955191904317,Bulk Purchase,Discount,Loyalty
273_56,ACB(Air Circuit Breaker),1.7285046100995225,Loyalty,Bulk Purchase,Discount
274_96,ACB(Air Circuit Breaker),4.130535987465655,Loyalty,Bulk Purchase,Discount
274_96,Modular Switches,2.4920922351943062,Loyalty,Bulk Purchase,Discount
274_96,BBT(Busbar Trunking),2.4835980069998653,Loyalty,Bulk Purchase,Discount
275_19,BBT(Busbar Trunking),3.3660254037844393,Loyalty,Bulk Purchase,Discount
275_19,ACB(Air Circuit Breaker),2.5158553180454986,Loyalty,Bulk Purchase,Discount
275_19,Starter,2.5158553180454986,Loyalty,Bulk Purchase,Discount
276_43,RMU(Ring Main Unit),3.5194271909999157,Loyalty,Bulk Purchase,Discount
276_43,Solar Solutions,3.5194271909999157,Bulk Purchase,Loyalty,Discount
276_43,PSS(Compact Sub-Stations),2.6444271909999157,Bulk Purchase,Loyalty,Discount
277_42,PSS(Compact Sub-Stations),3.846028889060454,Bulk Purchase,Loyalty,Discount
277_42,Starter,3.096028889060454,Loyalty,Bulk Purchase,Discount
277_42,RMU(Ring Main Unit),3.029532308132728,Loyalty,Bulk Purchase,Discount
278_15,BBT(Busbar Trunking),2.5527607768067466,Loyalty,Bulk Purchase,Discount
278_15,Pump Starter and Controller,2.5249158227686106,Loyalty,Discount,Bulk Purchase
278_15,MCCB(Moduled Case Circuit Breaker),1.699957911384305,Loyalty,Bulk Purchase,Discount
279_24,E-House,2.649700060979199,Bulk Purchase,Loyalty,Discount
279_24,Pump Starter and Controller,2.649700060979199,Loyalty,Discount,Bulk Purchase
279_24,Controller,1.7805686014220017,Bulk Purchase,Discount,Loyalty
280_1,VCU(Vacuum Contactor Units),4.026293084812706,Loyalty,Bulk Purchase,Discount
280_1,Pump Starter and Controller,3.2262930848127063,Loyalty,Discount,Bulk Purchase
280_1,PSS(Compact Sub-Stations),3.1811388300841896,Bulk Purchase,Loyalty,Discount
281_21,VCB(Vacuum Circuit Breaker),3.182186500338419,Loyalty,Bulk Purchase,Discount
281_21,Modular Switches,2.4075898310969355,Loyalty,Bulk Purchase,Discount
281_21,RMU(Ring Main Unit),1.632993161855452,Loyalty,Bulk Purchase,Discount
282_79,SDF(Switch Disconnectors),2.474873734152916,Bulk Purchase,Loyalty,Discount
282_79,PSS(Compact Sub-Stations),2.474873734152916,Bulk Purchase,Loyalty,Discount
282_79,Starter,2.474873734152916,Loyalty,Bulk Purchase,Discount
283_20,E-House,3.420721815345696,Bulk Purchase,Loyalty,Discount
283_20,Solar Solutions,0.8432740427115678,Bulk Purchase,Loyalty,Discount
283_20,VCB(Vacuum Circuit Breaker),0.8432740427115678,Loyalty,Bulk Purchase,Discount
284_98,ACB(Air Circuit Breaker),3.482411337598666,Loyalty,Bulk Purchase,Discount
284_98,AIS(Air Insulated Switchgear),2.6457513110645903,Loyalty,Bulk Purchase,Discount
284_98,E-House,2.6209770645192503,Bulk Purchase,Loyalty,Discount
285_99,Solar Solutions,4.080877924499127,Bulk Purchase,Loyalty,Discount
285_99,BBT(Busbar Trunking),3.2903085094570326,Loyalty,Bulk Purchase,Discount
285_99,AIS(Air Insulated Switchgear),3.2903085094570326,Loyalty,Bulk Purchase,Discount
286_82,RMU(Ring Main Unit),4.561554227225791,Loyalty,Bulk Purchase,Discount
286_82,Solar Solutions,4.561554227225791,Bulk Purchase,Loyalty,Discount
286_82,VCU(Vacuum Contactor Units),2.712870929175277,Loyalty,Bulk Purchase,Discount
287_84,Controller,2.5158553180454986,Bulk Purchase,Discount,Loyalty
287_84,Pump Starter and Controller,2.5158553180454986,Loyalty,Discount,Bulk Purchase
287_84,SDF(Switch Disconnectors),2.483163247594393,Bulk Purchase,Loyalty,Discount
288_35,Modular Switches,3.4890253537761584,Loyalty,Bulk Purchase,Discount
288_35,ACB(Air Circuit Breaker),3.4503822927995293,Loyalty,Bulk Purchase,Discount
288_35,AIS(Air Insulated Switchgear),2.6457513110645903,Loyalty,Bulk Purchase,Discount
289_71,RMU(Ring Main Unit),3.2454721561697153,Loyalty,Bulk Purchase,Discount
289_71,E-House,3.21278008571861,Bulk Purchase,Loyalty,Discount
289_71,VCU(Vacuum Contactor Units),2.4739554063592557,Loyalty,Bulk Purchase,Discount
290_28,BBT(Busbar Trunking),2.7362319642042428,Loyalty,Bulk Purchase,Discount
290_28,MCCB(Moduled Case Circuit Breaker),2.7362319642042428,Loyalty,Bulk Purchase,Discount
290_28,Controller,1.7934229226221796,Bulk Purchase,Discount,Loyalty
291_98,PSS(Compact Sub-Stations),3.3567908378411127,Bulk Purchase,Loyalty,Discount
291_98,Pump Starter and Controller,2.474873734152916,Loyalty,Discount,Bulk Purchase
291_98,VCB(Vacuum Circuit Breaker),1.706875015072502,Loyalty,Bulk Purchase,Discount
292_11,Solar Solutions,4.445562999626382,Bulk Purchase,Loyalty,Discount
292_11,RMU(Ring Main Unit),3.579537595841944,Loyalty,Bulk Purchase,Discount
292_11,Controller,2.7462042625086105,Bulk Purchase,Discount,Loyalty
293_39,PSS(Compact Sub-Stations),2.4663264951887856,Bulk Purchase,Loyalty,Discount
293_39,VCB(Vacuum Circuit Breaker),2.4663264951887856,Loyalty,Bulk Purchase,Discount
293_39,Starter,2.449489742783178,Loyalty,Bulk Purchase,Discount
294_41,SDF(Switch Disconnectors),3.397145879190968,Bulk Purchase,Loyalty,Discount
294_41,E-House,2.572187967806663,Bulk Purchase,Loyalty,Discount
294_41,VCU(Vacuum Contactor Units),2.5443430137685263,Loyalty,Bulk Purchase,Discount
295_77,Starter,3.375617164939525,Loyalty,Bulk Purchase,Discount
295_77,VCB(Vacuum Circuit Breaker),3.340740864142722,Loyalty,Bulk Purchase,Discount
295_77,PSS(Compact Sub-Stations),2.5389571384054492,Bulk Purchase,Loyalty,Discount
296_86,PSS(Compact Sub-Stations),2.6596948814659744,Bulk Purchase,Loyalty,Discount
296_86,VCB(Vacuum Circuit Breaker),2.643803181562216,Loyalty,Bulk Purchase,Discount
296_86,Modular Switches,1.7708059925770856,Loyalty,Bulk Purchase,Discount
297_41,VCU(Vacuum Contactor Units),3.3408991379373547,Loyalty,Bulk Purchase,Discount
297_41,Pump Starter and Controller,3.3408991379373547,Loyalty,Discount,Bulk Purchase
297_41,BBT(Busbar Trunking),1.699957911384305,Loyalty,Bulk Purchase,Discount
298_56,VCB(Vacuum Circuit Breaker),3.222781663964551,Loyalty,Bulk Purchase,Discount
298_56,AIS(Air Insulated Switchgear),2.5274203528553683,Loyalty,Bulk Purchase,Discount
298_56,Pump Starter and Controller,2.3283544729646346,Loyalty,Discount,Bulk Purchase
299_74,AIS(Air Insulated Switchgear),3.2768875045426973,Loyalty,Bulk Purchase,Discount
299_74,E-House,2.4402274780086217,Bulk Purchase,Loyalty,Discount
299_74,Starter,2.4402274780086217,Loyalty,Bulk Purchase,Discount
300_9,VCU(Vacuum Contactor Units),1.723191145200931,Loyalty,Bulk Purchase,Discount
300_9,VCB(Vacuum Circuit Breaker),1.723191145200931,Loyalty,Bulk Purchase,Discount
300_9,SDF(Switch Disconnectors),1.7109191957434748,Bulk Purchase,Loyalty,Discount
301_22,Solar Solutions,3.594427190999916,Bulk Purchase,Loyalty,Discount
301_22,Starter,1.8128709291752771,Loyalty,Bulk Purchase,Discount
301_22,SDF(Switch Disconnectors),1.8128709291752771,Bulk Purchase,Loyalty,Discount
302_30,VCU(Vacuum Contactor Units),3.4661313192477667,Loyalty,Bulk Purchase,Discount
302_30,VCB(Vacuum Circuit Breaker),2.5842142155595704,Loyalty,Bulk Purchase,Discount
302_30,Solar Solutions,2.5842142155595704,Bulk Purchase,Loyalty,Discount
303_92,Pump Starter and Controller,3.4729992228446234,Loyalty,Discount,Bulk Purchase
303_92,VCU(Vacuum Contactor Units),3.4729992228446234,Loyalty,Bulk Purchase,Discount
303_92,AIS(Air Insulated Switchgear),2.6297251801330557,Loyalty,Bulk Purchase,Discount
304_31,Starter,4.016862499854801,Loyalty,Bulk Purchase,Discount
304_31,AIS(Air Insulated Switchgear),3.2262930848127063,Loyalty,Bulk Purchase,Discount
304_31,RMU(Ring Main Unit),2.3717082451262845,Loyalty,Bulk Purchase,Discount
305_76,VCB(Vacuum Circuit Breaker),3.3693009251528316,Loyalty,Bulk Purchase,Discount
305_76,MCCB(Moduled Case Circuit Breaker),1.6499158227686106,Loyalty,Bulk Purchase,Discount
305_76,Modular Switches,1.6499158227686106,Loyalty,Bulk Purchase,Discount
306_96,E-House,3.3276765995753577,Bulk Purchase,Loyalty,Discount
306_96,Pump Starter and Controller,2.5527607768067466,Loyalty,Discount,Bulk Purchase
306_96,Solar Solutions,1.699957911384305,Bulk Purchase,Loyalty,Discount
307_85,E-House,3.459506703353634,Bulk Purchase,Loyalty,Discount
307_85,VCU(Vacuum Contactor Units),2.643274042711568,Loyalty,Bulk Purchase,Discount
307_85,Starter,2.6162326606420665,Loyalty,Bulk Purchase,Discount
308_95,BBT(Busbar Trunking),4.261872935703581,Loyalty,Bulk Purchase,Discount
308_95,ACB(Air Circuit Breaker),2.5753248502804453,Loyalty,Bulk Purchase,Discount
308_95,E-House,2.5525734892075747,Bulk Purchase,Loyalty,Discount
309_74,Solar Solutions,3.5014779985687934,Bulk Purchase,Loyalty,Discount
309_74,VCU(Vacuum Contactor Units),2.6548797857842703,Loyalty,Bulk Purchase,Discount
309_74,RMU(Ring Main Unit),2.6354525947843546,Loyalty,Bulk Purchase,Discount
310_39,BBT(Busbar Trunking),3.3971023117726094,Loyalty,Bulk Purchase,Discount
310_39,PSS(Compact Sub-Stations),3.369257357734473,Bulk Purchase,Loyalty,Discount
310_39,Starter,2.552760776806747,Loyalty,Bulk Purchase,Discount
311_95,ACB(Air Circuit Breaker),2.4751037788054244,Loyalty,Bulk Purchase,Discount
311_95,VCU(Vacuum Contactor Units),2.4751037788054244,Loyalty,Bulk Purchase,Discount
311_95,SDF(Switch Disconnectors),2.4402274780086217,Bulk Purchase,Loyalty,Discount
312_1,Modular Switches,3.354780039519009,Loyalty,Bulk Purchase,Discount
312_1,PSS(Compact Sub-Stations),2.511505996807441,Bulk Purchase,Loyalty,Discount
312_1,E-House,2.511505996807441,Bulk Purchase,Loyalty,Discount
313_38,E-House,2.607108250087961,Bulk Purchase,Loyalty,Discount
313_38,BBT(Busbar Trunking),1.7638342073763935,Loyalty,Bulk Purchase,Discount
313_38,RMU(Ring Main Unit),1.7638342073763935,Loyalty,Bulk Purchase,Discount
314_2,Controller,4.455575376039652,Bulk Purchase,Discount,Loyalty
314_2,Pump Starter and Controller,3.5297552762671005,Loyalty,Discount,Bulk Purchase
314_2,VCU(Vacuum Contactor Units),3.520161029346167,Loyalty,Bulk Purchase,Discount
315_87,VCU(Vacuum Contactor Units),2.9634069008560626,Loyalty,Bulk Purchase,Discount
315_87,Pump Starter and Controller,2.9634069008560626,Loyalty,Discount,Bulk Purchase
315_87,BBT(Busbar Trunking),2.2563001196695147,Loyalty,Bulk Purchase,Discount
316_87,Pump Starter and Controller,4.340008570436233,Loyalty,Discount,Bulk Purchase
316_87,MCCB(Moduled Case Circuit Breaker),3.494854315707716,Loyalty,Bulk Purchase,Discount
316_87,PSS(Compact Sub-Stations),3.482865713293375,Bulk Purchase,Loyalty,Discount
317_93,MCCB(Moduled Case Circuit Breaker),3.3999158227686106,Loyalty,Bulk Purchase,Discount
317_93,SDF(Switch Disconnectors),2.6427669529663684,Bulk Purchase,Loyalty,Discount
317_93,VCB(Vacuum Circuit Breaker),2.592724864350674,Loyalty,Bulk Purchase,Discount
318_57,Solar Solutions,3.4328628445079863,Bulk Purchase,Loyalty,Discount
318_57,Modular Switches,3.4328628445079863,Loyalty,Bulk Purchase,Discount
318_57,MCCB(Moduled Case Circuit Breaker),2.5962028179739107,Loyalty,Bulk Purchase,Discount
319_23,Starter,3.3570208824936207,Loyalty,Bulk Purchase,Discount
319_23,E-House,3.2768875045426973,Bulk Purchase,Loyalty,Discount
319_23,BBT(Busbar Trunking),2.520360855959545,Loyalty,Bulk Purchase,Discount
320_72,PSS(Compact Sub-Stations),4.4138543819998315,Bulk Purchase,Loyalty,Discount
320_72,AIS(Air Insulated Switchgear),3.5194271909999153,Loyalty,Bulk Purchase,Discount
320_72,VCB(Vacuum Circuit Breaker),2.6444271909999153,Loyalty,Bulk Purchase,Discount
321_29,Controller,2.6396666132192577,Bulk Purchase,Discount,Loyalty
321_29,VCB(Vacuum Circuit Breaker),2.579872204057633,Loyalty,Bulk Purchase,Discount
321_29,PSS(Compact Sub-Stations),1.8147087018349524,Bulk Purchase,Loyalty,Discount
322_57,Pump Starter and Controller,3.633178235596551,Loyalty,Discount,Bulk Purchase
322_57,SDF(Switch Disconnectors),2.2189646732234563,Bulk Purchase,Loyalty,Discount
322_57,Solar Solutions,1.4630357272050019,Bulk Purchase,Loyalty,Discount
323_1,RMU(Ring Main Unit),4.405087042641898,Loyalty,Bulk Purchase,Discount
323_1,PSS(Compact Sub-Stations),4.405087042641898,Bulk Purchase,Loyalty,Discount
323_1,VCU(Vacuum Contactor Units),2.652543521320949,Loyalty,Bulk Purchase,Discount
324_19,VCU(Vacuum Contactor Units),2.3972317961722043,Loyalty,Bulk Purchase,Discount
324_19,PSS(Compact Sub-Stations),2.3710245107651984,Bulk Purchase,Loyalty,Discount
324_19,Pump Starter and Controller,2.3710245107651984,Loyalty,Discount,Bulk Purchase
325_87,E-House,4.0824829046386295,Bulk Purchase,Loyalty,Discount
325_87,VCU(Vacuum Contactor Units),3.265986323710904,Loyalty,Bulk Purchase,Discount
325_87,RMU(Ring Main Unit),2.449489742783178,Loyalty,Bulk Purchase,Discount
326_67,Pump Starter and Controller,2.511505996807441,Loyalty,Discount,Bulk Purchase
326_67,VCU(Vacuum Contactor Units),2.511505996807441,Loyalty,Bulk Purchase,Discount
326_67,E-House,1.6682319540958732,Bulk Purchase,Loyalty,Discount
327_51,RMU(Ring Main Unit),3.4248386654124423,Loyalty,Bulk Purchase,Discount
327_51,BBT(Busbar Trunking),3.2736152348813743,Loyalty,Bulk Purchase,Discount
327_51,PSS(Compact Sub-Stations),2.6083420844847165,Bulk Purchase,Loyalty,Discount
328_91,E-House,4.360037025350304,Bulk Purchase,Loyalty,Discount
328_91,RMU(Ring Main Unit),3.4781199216621075,Loyalty,Bulk Purchase,Discount
328_91,MCCB(Moduled Case Circuit Breaker),2.6209770645192503,Loyalty,Bulk Purchase,Discount
329_62,PSS(Compact Sub-Stations),4.345996411829754,Bulk Purchase,Loyalty,Discount
329_62,RMU(Ring Main Unit),2.5910821191564266,Loyalty,Bulk Purchase,Discount
329_62,Starter,1.7549142926733274,Loyalty,Bulk Purchase,Discount
330_37,AIS(Air Insulated Switchgear),2.538957138405449,Loyalty,Bulk Purchase,Discount
330_37,VCB(Vacuum Circuit Breaker),1.7022971118713734,Loyalty,Bulk Purchase,Discount
330_37,Controller,1.7022971118713734,Bulk Purchase,Discount,Loyalty
331_35,MCCB(Moduled Case Circuit Breaker),2.574957911384305,Loyalty,Bulk Purchase,Discount
331_35,ACB(Air Circuit Breaker),1.6999579113843053,Loyalty,Bulk Purchase,Discount
331_35,Modular Switches,1.6999579113843053,Loyalty,Bulk Purchase,Discount
332_79,Solar Solutions,4.423282533783012,Bulk Purchase,Loyalty,Discount
332_79,VCB(Vacuum Circuit Breaker),3.557257129998573,Loyalty,Bulk Purchase,Discount
332_79,AIS(Air Insulated Switchgear),3.541365430094815,Loyalty,Bulk Purchase,Discount
333_97,Controller,2.5159412265530494,Bulk Purchase,Discount,Loyalty
333_97,VCU(Vacuum Contactor Units),2.474873734152916,Loyalty,Bulk Purchase,Discount
333_97,RMU(Ring Main Unit),1.6909833151687441,Loyalty,Bulk Purchase,Discount
334_16,AIS(Air Insulated Switchgear),2.624999999999999,Loyalty,Bulk Purchase,Discount
334_16,VCU(Vacuum Contactor Units),2.624999999999999,Loyalty,Bulk Purchase,Discount
334_16,Solar Solutions,2.624999999999999,Bulk Purchase,Loyalty,Discount
335_67,Solar Solutions,4.035664501956963,Bulk Purchase,Loyalty,Discount
335_67,Controller,4.035664501956963,Bulk Purchase,Discount,Loyalty
335_67,BBT(Busbar Trunking),3.290308509457033,Loyalty,Bulk Purchase,Discount
336_64,VCB(Vacuum Circuit Breaker),3.349235092337163,Loyalty,Bulk Purchase,Discount
336_64,Controller,3.349235092337163,Bulk Purchase,Discount,Loyalty
336_64,MCCB(Moduled Case Circuit Breaker),3.30586456334592,Loyalty,Bulk Purchase,Discount
337_21,VCB(Vacuum Circuit Breaker),4.307599905912481,Loyalty,Bulk Purchase,Discount
337_21,Modular Switches,4.307599905912481,Loyalty,Bulk Purchase,Discount
337_21,MCCB(Moduled Case Circuit Breaker),1.7777777777777777,Loyalty,Bulk Purchase,Discount
338_93,E-House,3.509940709378234,Bulk Purchase,Loyalty,Discount
338_93,Solar Solutions,2.6210518204893454,Bulk Purchase,Loyalty,Discount
338_93,MCCB(Moduled Case Circuit Breaker),2.5754369743120247,Loyalty,Bulk Purchase,Discount
339_87,Modular Switches,3.144851053892361,Loyalty,Bulk Purchase,Discount
339_87,Controller,2.3889221078739067,Bulk Purchase,Discount,Loyalty
339_87,Pump Starter and Controller,2.328354472964635,Loyalty,Discount,Bulk Purchase
340_51,BBT(Busbar Trunking),4.124843352516578,Loyalty,Bulk Purchase,Discount
340_51,VCU(Vacuum Contactor Units),2.575650014033611,Loyalty,Bulk Purchase,Discount
340_51,Starter,2.516913349941761,Loyalty,Bulk Purchase,Discount
341_86,AIS(Air Insulated Switchgear),2.7136150341591487,Loyalty,Bulk Purchase,Discount
341_86,MCCB(Moduled Case Circuit Breaker),2.6596948814659744,Loyalty,Bulk Purchase,Discount
341_86,Solar Solutions,2.6596948814659744,Bulk Purchase,Loyalty,Discount
342_80,ACB(Air Circuit Breaker),3.441462378096463,Loyalty,Bulk Purchase,Discount
342_80,Pump Starter and Controller,2.6210518204893454,Loyalty,Discount,Bulk Purchase
342_80,BBT(Busbar Trunking),1.7777777777777777,Loyalty,Bulk Purchase,Discount
343_5,Controller,3.1010914918256027,Bulk Purchase,Discount,Loyalty
343_5,Modular Switches,2.4940097592594666,Loyalty,Bulk Purchase,Discount
343_5,Solar Solutions,2.3264948225841193,Bulk Purchase,Loyalty,Discount
344_88,PSS(Compact Sub-Stations),3.546797164291802,Bulk Purchase,Loyalty,Discount
344_88,MCCB(Moduled Case Circuit Breaker),3.5028941682074475,Loyalty,Bulk Purchase,Discount
344_88,BBT(Busbar Trunking),2.689654307148945,Loyalty,Bulk Purchase,Discount
345_84,BBT(Busbar Trunking),4.586845845244359,Loyalty,Bulk Purchase,Discount
345_84,AIS(Air Insulated Switchgear),3.6979569563554704,Loyalty,Bulk Purchase,Discount
345_84,MCCB(Moduled Case Circuit Breaker),2.8090680674665816,Loyalty,Bulk Purchase,Discount
346_68,Solar Solutions,3.282823076116512,Bulk Purchase,Loyalty,Discount
346_68,VCU(Vacuum Contactor Units),2.4663264951887856,Loyalty,Bulk Purchase,Discount
346_68,AIS(Air Insulated Switchgear),2.4663264951887856,Loyalty,Bulk Purchase,Discount
347_9,Modular Switches,3.3663076522181554,Loyalty,Bulk Purchase,Discount
347_9,RMU(Ring Main Unit),3.366307652218155,Loyalty,Bulk Purchase,Discount
347_9,Controller,2.54134974083385,Bulk Purchase,Discount,Loyalty
348_81,E-House,4.1984632112652145,Bulk Purchase,Loyalty,Discount
348_81,ACB(Air Circuit Breaker),3.373505299880909,Loyalty,Bulk Purchase,Discount
348_81,RMU(Ring Main Unit),2.557008718953183,Loyalty,Bulk Purchase,Discount
349_29,Starter,3.6002944072970906,Loyalty,Bulk Purchase,Discount
349_29,MCCB(Moduled Case Circuit Breaker),3.522022917746462,Loyalty,Bulk Purchase,Discount
349_29,ACB(Air Circuit Breaker),2.718377303608894,Loyalty,Bulk Purchase,Discount
350_82,VCU(Vacuum Contactor Units),3.9567831695799027,Loyalty,Bulk Purchase,Discount
350_82,Controller,2.365689919410693,Bulk Purchase,Discount,Loyalty
350_82,Pump Starter and Controller,2.365689919410693,Loyalty,Discount,Bulk Purchase
351_79,E-House,4.495569818388809,Bulk Purchase,Loyalty,Discount
351_79,VCB(Vacuum Circuit Breaker),3.6205698183888098,Loyalty,Bulk Purchase,Discount
