Partner_ID,Recommended_Products,Similarity_Scores
178_35,"['Pump Starter and Controller', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[2.5757199873651295, 2.555237156756348, 2.555237156756348]"
179_66,"['Pump Starter and Controller', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[3.767786838055363, 3.011857892036909, 2.267786838055363]"
180_63,"['E-House', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[4.49582869338697, 2.7458286933869704, 1.810414346693485]"
181_29,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Starter']","[3.4244265835025427, 2.6498299142610593, 2.6498299142610593]"
182_51,"['E-House', 'PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)']","[4.174831645537221, 2.5249158227686106, 2.5249158227686106]"
183_90,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4483336933608264, 3.4483336933608264, 2.60317943863231]"
184_93,"['Starter', 'MCCB(Moduled Case Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[4.139581445728432, 2.494427190999916, 2.445154254728516]"
185_89,"['PSS(Compact Sub-Stations)', 'Starter', 'ACB(Air Circuit Breaker)']","[3.9622776601683793, 3.1717082451262844, 2.3717082451262845]"
186_88,"['SDF(Switch Disconnectors)', 'Controller', 'Solar Solutions']","[2.6938028836769323, 2.6938028836769323, 2.673320053068151]"
187_56,"['RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)', 'E-House']","[2.4357236697706113, 2.4357236697706113, 2.426293084812706]"
188_52,"['ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[3.8969221926954365, 3.8969221926954365, 2.4152187422674056]"
189_51,"['VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[3.235723669770611, 3.235723669770611, 3.235723669770611]"
190_80,"['MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.4045942237427473, 2.5594399690142304, 2.5354627641855494]"
191_37,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'Solar Solutions']","[3.520824852862145, 2.6547994490777063, 1.8298415376934012]"
192_36,"['E-House', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[2.595817564032517, 1.7377012337114839, 1.701390373032601]"
193_72,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[4.519427190999915, 2.749999999999999, 1.8749999999999996]"
194_38,"['SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)', 'Solar Solutions']","[3.6476505792754645, 2.712236232581979, 2.6854143466934848]"
195_37,"['BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)']","[4.356288588787131, 2.6539914769157575, 2.637711458564859]"
196_36,"['MCCB(Moduled Case Circuit Breaker)', 'Controller', 'Modular Switches']","[2.5249158227686106, 2.5249158227686106, 1.6499158227686106]"
197_14,"['SDF(Switch Disconnectors)', 'Pump Starter and Controller', 'RMU(Ring Main Unit)']","[3.029532308132728, 3.029532308132728, 2.279532308132728]"
198_27,"['RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.525585854222636, 2.5910821191564266, 1.7934229226221796]"
199_89,"['E-House', 'BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)']","[3.427760776806746, 2.6222300564223575, 2.594385102384221]"
200_44,"['SDF(Switch Disconnectors)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[3.30586456334592, 2.5040808376086465, 2.4835980069998653]"
201_13,"['AIS(Air Insulated Switchgear)', 'Solar Solutions', 'Pump Starter and Controller']","[2.4357236697706113, 2.4, 2.3905694150420946]"
202_33,"['E-House', 'RMU(Ring Main Unit)', 'BBT(Busbar Trunking)']","[3.457637091053326, 3.4328628445079863, 2.6209770645192503]"
203_93,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'VCU(Vacuum Contactor Units)']","[3.585114407672684, 3.585114407672684, 2.727971550529827]"
204_93,"['BBT(Busbar Trunking)', 'Starter', 'VCU(Vacuum Contactor Units)']","[3.479280863991235, 2.6548797857842708, 2.6132554602067963]"
205_9,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'Solar Solutions']","[2.4663264951887856, 2.4244265835025427, 2.4244265835025427]"
206_97,"['ACB(Air Circuit Breaker)', 'E-House', 'AIS(Air Insulated Switchgear)']","[3.220922013584035, 2.4755660210841057, 2.4755660210841057]"
207_36,"['VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[2.704841537693401, 2.572187967806663, 1.788217212115927]"
208_71,"['ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[4.078671230279971, 3.2768875045426973, 2.405351177211819]"
209_45,"['Starter', 'E-House', 'VCB(Vacuum Circuit Breaker)']","[2.6375955191904317, 2.6253235697329753, 2.6253235697329753]"
210_42,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'E-House']","[3.510659851641982, 2.652543521320949, 2.6106598516419823]"
211_11,"['Solar Solutions', 'Pump Starter and Controller', 'BBT(Busbar Trunking)']","[3.478255070077488, 3.43140954468665, 2.6449217367441547]"
212_67,"['VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)']","[3.349235092337163, 3.3287522617283813, 2.483598006999865]"
213_67,"['Controller', 'RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)']","[3.3960999955483064, 2.649700060979199, 2.637711458564859]"
214_64,"['Modular Switches', 'Starter', 'E-House']","[4.043794929483168, 3.2420112037458946, 2.4402274780086217]"
215_64,"['PSS(Compact Sub-Stations)', 'Starter', 'VCB(Vacuum Circuit Breaker)']","[3.3756171649395244, 2.54745136659989, 2.538957138405449]"
216_82,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[4.157908984624062, 2.516454492312031, 2.516454492312031]"
217_25,"['Solar Solutions', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[4.656808818112692, 3.699381710356354, 0.912870929175277]"
218_31,"['RMU(Ring Main Unit)', 'BBT(Busbar Trunking)', 'VCU(Vacuum Contactor Units)']","[3.480105439073092, 2.6368313963615244, 2.5981883353848954]"
219_42,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'VCU(Vacuum Contactor Units)']","[3.2546799974048524, 3.209700166287586, 2.4381834164771266]"
220_14,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)']","[1.8128709291752774, 1.7203320620185973, 1.7203320620185973]"
221_28,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[2.5443430137685263, 2.451699548505884, 1.696210916737189]"
222_51,"['PSS(Compact Sub-Stations)', 'E-House', 'SDF(Switch Disconnectors)']","[2.557008718953183, 2.543786180591186, 2.543786180591186]"
223_33,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'Controller']","[3.222781663964551, 3.162214029055279, 3.162214029055279]"
224_7,"['SDF(Switch Disconnectors)', 'Controller', 'Solar Solutions']","[2.6938028836769323, 2.6938028836769323, 2.673320053068151]"
225_66,"['ACB(Air Circuit Breaker)', 'E-House', 'BBT(Busbar Trunking)']","[3.5413654300948147, 2.6594483264066184, 2.6524765412059264]"
226_37,"['PSS(Compact Sub-Stations)', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[2.594385102384221, 2.5749579113843053, 2.5249158227686106]"
227_24,"['BBT(Busbar Trunking)', 'Starter', 'MCCB(Moduled Case Circuit Breaker)']","[2.483163247594393, 2.483163247594393, 2.4663264951887856]"
228_19,"['SDF(Switch Disconnectors)', 'Solar Solutions', 'Starter']","[3.3231440577380873, 3.2812441460518444, 2.4571186539536485]"
229_64,"['Starter', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.375617164939525, 3.340740864142722, 2.5389571384054492]"
230_47,"['Solar Solutions', 'ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)']","[4.302780746065202, 2.601390373032601, 2.6013903730326007]"
231_34,"['ACB(Air Circuit Breaker)', 'E-House', 'Pump Starter and Controller']","[3.611854097171409, 2.7458286933869704, 2.7368540971714093]"
232_84,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[3.3777186881910524, 1.7499999999999996, 1.699957911384305]"
233_26,"['Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.381880721829937, 2.7320508075688776, 1.8660254037844388]"
234_60,"['RMU(Ring Main Unit)', 'Starter', 'Pump Starter and Controller']","[3.8969221926954365, 3.122325523453953, 3.122325523453953]"
235_37,"['BBT(Busbar Trunking)', 'Solar Solutions', 'Starter']","[2.5027186881910524, 2.5027186881910524, 2.474873734152916]"
236_91,"['ACB(Air Circuit Breaker)', 'Controller', 'Modular Switches']","[3.2420112037458946, 2.4402274780086217, 2.4402274780086217]"
237_50,"['E-House', 'Starter', 'VCB(Vacuum Circuit Breaker)']","[2.5527607768067466, 2.5527607768067466, 2.5249158227686106]"
238_58,"['E-House', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[4.241254250276822, 3.404594223742747, 3.3841113931339653]"
239_27,"['Starter', 'ACB(Air Circuit Breaker)']","[2.6812759028637587, 1.7614096918559587]"
240_49,"['ACB(Air Circuit Breaker)', 'Controller', 'Pump Starter and Controller']","[2.5571208429847623, 2.5230336095065877, 1.7138468002731941]"
241_43,"['VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)', 'Modular Switches']","[3.3958475319191423, 2.5525734892075747, 2.511505996807441]"
242_84,"['PSS(Compact Sub-Stations)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[3.2736152348813743, 3.2736152348813743, 2.499018565639891]"
243_58,"['Solar Solutions', 'RMU(Ring Main Unit)', 'E-House']","[3.9716490773126356, 3.181079662270541, 2.3359254075420246]"
244_49,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[2.7368540971714093, 2.6958669414778402, 2.6958669414778402]"
245_56,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'Controller']","[3.6251208530931316, 3.5868458452443592, 2.751877109048645]"
246_78,"['SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)', 'Modular Switches']","[3.407487268649868, 2.5642132259383, 2.5642132259383]"
247_75,"['VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)', 'BBT(Busbar Trunking)']","[3.3485945989458883, 3.3391640139879835, 2.5485945989458885]"
248_74,"['Starter', 'BBT(Busbar Trunking)', 'Modular Switches']","[3.084283418983089, 2.3889221078739067, 2.328354472964635]"
249_19,"['PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)']","[3.3921465949613374, 2.575650014033611, 2.575650014033611]"
250_87,"['E-House', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[3.2262930848127063, 3.2262930848127063, 3.216862499854801]"
251_34,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Starter']","[1.7888543819998317, 1.7888543819998317, 1.752543521320949]"
252_62,"['E-House', 'Pump Starter and Controller', 'VCB(Vacuum Circuit Breaker)']","[3.4556057308448827, 3.4277607768067466, 3.4055636422291884]"
253_82,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'PSS(Compact Sub-Stations)']","[4.344530829969656, 2.65798274454652, 2.65798274454652]"
254_97,"['SDF(Switch Disconnectors)', 'Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.49599713897685, 2.6527230962652824, 2.607108250087961]"
255_72,"['Controller', 'Solar Solutions', 'Pump Starter and Controller']","[3.1811388300841896, 3.1717082451262844, 2.3905694150420946]"
256_36,"['SDF(Switch Disconnectors)', 'E-House', 'Modular Switches']","[2.6907515490546983, 2.6680001879818276, 2.6521084880780696]"
257_36,"['Modular Switches', 'SDF(Switch Disconnectors)', 'Solar Solutions']","[4.249748478471264, 3.3926056213284066, 2.54745136659989]"
258_63,"['RMU(Ring Main Unit)', 'BBT(Busbar Trunking)', 'VCU(Vacuum Contactor Units)']","[3.60029440729709, 3.60029440729709, 2.718377303608894]"
259_12,"['E-House', 'Starter', 'AIS(Air Insulated Switchgear)']","[3.491869685263447, 3.4815531191139573, 2.6214814054849582]"
260_95,"['Controller', 'BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)']","[3.3276765995753577, 2.5027186881910524, 2.494257357734473]"
261_25,"['Pump Starter and Controller', 'SDF(Switch Disconnectors)', 'Modular Switches']","[4.144411138042873, 3.3426274123055997, 1.6837008294254698]"
262_63,"['Modular Switches', 'BBT(Busbar Trunking)', 'Solar Solutions']","[3.3532541223137944, 1.6799340692456433, 1.6799340692456433]"
263_68,"['ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[4.391745689034852, 3.525720285250413, 3.525720285250413]"
264_80,"['Pump Starter and Controller', 'SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)']","[3.5604143466934843, 2.6764397504779236, 2.6160254037844384]"
265_13,"['PSS(Compact Sub-Stations)', 'BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)']","[3.9358662397283757, 3.190510247228446, 2.390510247228446]"
266_94,"['AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)']","[4.14982991426106, 4.14982991426106, 3.3164965809277267]"
267_3,"['Controller', 'AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)']","[2.6581163303210333, 2.6432740427115684, 1.7581163303210332]"
268_21,"['Pump Starter and Controller', 'Starter', 'RMU(Ring Main Unit)']","[4.1858951188712386, 3.340740864142722, 3.340740864142722]"
269_47,"['Controller', 'Solar Solutions', 'AIS(Air Insulated Switchgear)']","[3.3699895831289255, 2.4571186539536485, 1.7293675101030033]"
270_53,"['Starter', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[2.679456347245071, 1.8090680674665818, 1.8090680674665818]"
271_48,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.971708245126284, 3.1717082451262844, 2.3905694150420946]"
272_69,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'Pump Starter and Controller']","[4.27491582276861, 3.39991582276861, 3.39991582276861]"
273_56,"['VCU(Vacuum Contactor Units)', 'Controller', 'ACB(Air Circuit Breaker)']","[3.4957118495114647, 2.6375955191904317, 1.7285046100995225]"
274_96,"['ACB(Air Circuit Breaker)', 'Modular Switches', 'BBT(Busbar Trunking)']","[4.130535987465655, 2.4920922351943062, 2.4835980069998653]"
275_19,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'Starter']","[3.3660254037844393, 2.5158553180454986, 2.5158553180454986]"
276_43,"['RMU(Ring Main Unit)', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.5194271909999157, 3.5194271909999157, 2.6444271909999157]"
277_42,"['PSS(Compact Sub-Stations)', 'Starter', 'RMU(Ring Main Unit)']","[3.846028889060454, 3.096028889060454, 3.029532308132728]"
278_15,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)']","[2.5527607768067466, 2.5249158227686106, 1.699957911384305]"
279_24,"['E-House', 'Pump Starter and Controller', 'Controller']","[2.649700060979199, 2.649700060979199, 1.7805686014220017]"
280_1,"['VCU(Vacuum Contactor Units)', 'Pump Starter and Controller', 'PSS(Compact Sub-Stations)']","[4.026293084812706, 3.2262930848127063, 3.1811388300841896]"
281_21,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'RMU(Ring Main Unit)']","[3.182186500338419, 2.4075898310969355, 1.632993161855452]"
282_79,"['SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)', 'Starter']","[2.474873734152916, 2.474873734152916, 2.474873734152916]"
283_20,"['E-House', 'Solar Solutions', 'VCB(Vacuum Circuit Breaker)']","[3.420721815345696, 0.8432740427115678, 0.8432740427115678]"
284_98,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'E-House']","[3.482411337598666, 2.6457513110645903, 2.6209770645192503]"
285_99,"['Solar Solutions', 'BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)']","[4.080877924499127, 3.2903085094570326, 3.2903085094570326]"
286_82,"['RMU(Ring Main Unit)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[4.561554227225791, 4.561554227225791, 2.712870929175277]"
287_84,"['Controller', 'Pump Starter and Controller', 'SDF(Switch Disconnectors)']","[2.5158553180454986, 2.5158553180454986, 2.483163247594393]"
288_35,"['Modular Switches', 'ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.4890253537761584, 3.4503822927995293, 2.6457513110645903]"
289_71,"['RMU(Ring Main Unit)', 'E-House', 'VCU(Vacuum Contactor Units)']","[3.2454721561697153, 3.21278008571861, 2.4739554063592557]"
290_28,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[2.7362319642042428, 2.7362319642042428, 1.7934229226221796]"
291_98,"['PSS(Compact Sub-Stations)', 'Pump Starter and Controller', 'VCB(Vacuum Circuit Breaker)']","[3.3567908378411127, 2.474873734152916, 1.706875015072502]"
292_11,"['Solar Solutions', 'RMU(Ring Main Unit)', 'Controller']","[4.445562999626382, 3.579537595841944, 2.7462042625086105]"
293_39,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[2.4663264951887856, 2.4663264951887856, 2.449489742783178]"
294_41,"['SDF(Switch Disconnectors)', 'E-House', 'VCU(Vacuum Contactor Units)']","[3.397145879190968, 2.572187967806663, 2.5443430137685263]"
295_77,"['Starter', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.375617164939525, 3.340740864142722, 2.5389571384054492]"
296_86,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[2.6596948814659744, 2.643803181562216, 1.7708059925770856]"
297_41,"['VCU(Vacuum Contactor Units)', 'Pump Starter and Controller', 'BBT(Busbar Trunking)']","[3.3408991379373547, 3.3408991379373547, 1.699957911384305]"
298_56,"['VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'Pump Starter and Controller']","[3.222781663964551, 2.5274203528553683, 2.3283544729646346]"
299_74,"['AIS(Air Insulated Switchgear)', 'E-House', 'Starter']","[3.2768875045426973, 2.4402274780086217, 2.4402274780086217]"
300_9,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)']","[1.723191145200931, 1.723191145200931, 1.7109191957434748]"
301_22,"['Solar Solutions', 'Starter', 'SDF(Switch Disconnectors)']","[3.594427190999916, 1.8128709291752771, 1.8128709291752771]"
302_30,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'Solar Solutions']","[3.4661313192477667, 2.5842142155595704, 2.5842142155595704]"
303_92,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[3.4729992228446234, 3.4729992228446234, 2.6297251801330557]"
304_31,"['Starter', 'AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)']","[4.016862499854801, 3.2262930848127063, 2.3717082451262845]"
305_76,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[3.3693009251528316, 1.6499158227686106, 1.6499158227686106]"
306_96,"['E-House', 'Pump Starter and Controller', 'Solar Solutions']","[3.3276765995753577, 2.5527607768067466, 1.699957911384305]"
307_85,"['E-House', 'VCU(Vacuum Contactor Units)', 'Starter']","[3.459506703353634, 2.643274042711568, 2.6162326606420665]"
308_95,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'E-House']","[4.261872935703581, 2.5753248502804453, 2.5525734892075747]"
309_74,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[3.5014779985687934, 2.6548797857842703, 2.6354525947843546]"
310_39,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'Starter']","[3.3971023117726094, 3.369257357734473, 2.552760776806747]"
311_95,"['ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)']","[2.4751037788054244, 2.4751037788054244, 2.4402274780086217]"
312_1,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'E-House']","[3.354780039519009, 2.511505996807441, 2.511505996807441]"
313_38,"['E-House', 'BBT(Busbar Trunking)', 'RMU(Ring Main Unit)']","[2.607108250087961, 1.7638342073763935, 1.7638342073763935]"
314_2,"['Controller', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[4.455575376039652, 3.5297552762671005, 3.520161029346167]"
315_87,"['VCU(Vacuum Contactor Units)', 'Pump Starter and Controller', 'BBT(Busbar Trunking)']","[2.9634069008560626, 2.9634069008560626, 2.2563001196695147]"
316_87,"['Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[4.340008570436233, 3.494854315707716, 3.482865713293375]"
317_93,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.3999158227686106, 2.6427669529663684, 2.592724864350674]"
318_57,"['Solar Solutions', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[3.4328628445079863, 3.4328628445079863, 2.5962028179739107]"
319_23,"['Starter', 'E-House', 'BBT(Busbar Trunking)']","[3.3570208824936207, 3.2768875045426973, 2.520360855959545]"
320_72,"['PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[4.4138543819998315, 3.5194271909999153, 2.6444271909999153]"
321_29,"['Controller', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[2.6396666132192577, 2.579872204057633, 1.8147087018349524]"
322_57,"['Pump Starter and Controller', 'SDF(Switch Disconnectors)', 'Solar Solutions']","[3.633178235596551, 2.2189646732234563, 1.4630357272050019]"
323_1,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'VCU(Vacuum Contactor Units)']","[4.405087042641898, 4.405087042641898, 2.652543521320949]"
324_19,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[2.3972317961722043, 2.3710245107651984, 2.3710245107651984]"
325_87,"['E-House', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[4.0824829046386295, 3.265986323710904, 2.449489742783178]"
326_67,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'E-House']","[2.511505996807441, 2.511505996807441, 1.6682319540958732]"
327_51,"['RMU(Ring Main Unit)', 'BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)']","[3.4248386654124423, 3.2736152348813743, 2.6083420844847165]"
328_91,"['E-House', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[4.360037025350304, 3.4781199216621075, 2.6209770645192503]"
329_62,"['PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)', 'Starter']","[4.345996411829754, 2.5910821191564266, 1.7549142926733274]"
330_37,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[2.538957138405449, 1.7022971118713734, 1.7022971118713734]"
331_35,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[2.574957911384305, 1.6999579113843053, 1.6999579113843053]"
332_79,"['Solar Solutions', 'VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[4.423282533783012, 3.557257129998573, 3.541365430094815]"
333_97,"['Controller', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[2.5159412265530494, 2.474873734152916, 1.6909833151687441]"
334_16,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[2.624999999999999, 2.624999999999999, 2.624999999999999]"
335_67,"['Solar Solutions', 'Controller', 'BBT(Busbar Trunking)']","[4.035664501956963, 4.035664501956963, 3.290308509457033]"
336_64,"['VCB(Vacuum Circuit Breaker)', 'Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.349235092337163, 3.349235092337163, 3.30586456334592]"
337_21,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[4.307599905912481, 4.307599905912481, 1.7777777777777777]"
338_93,"['E-House', 'Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)']","[3.509940709378234, 2.6210518204893454, 2.5754369743120247]"
339_87,"['Modular Switches', 'Controller', 'Pump Starter and Controller']","[3.144851053892361, 2.3889221078739067, 2.328354472964635]"
340_51,"['BBT(Busbar Trunking)', 'VCU(Vacuum Contactor Units)', 'Starter']","[4.124843352516578, 2.575650014033611, 2.516913349941761]"
341_86,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[2.7136150341591487, 2.6596948814659744, 2.6596948814659744]"
342_80,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'BBT(Busbar Trunking)']","[3.441462378096463, 2.6210518204893454, 1.7777777777777777]"
343_5,"['Controller', 'Modular Switches', 'Solar Solutions']","[3.1010914918256027, 2.4940097592594666, 2.3264948225841193]"
344_88,"['PSS(Compact Sub-Stations)', 'MCCB(Moduled Case Circuit Breaker)', 'BBT(Busbar Trunking)']","[3.546797164291802, 3.5028941682074475, 2.689654307148945]"
345_84,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[4.586845845244359, 3.6979569563554704, 2.8090680674665816]"
346_68,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[3.282823076116512, 2.4663264951887856, 2.4663264951887856]"
347_9,"['Modular Switches', 'RMU(Ring Main Unit)', 'Controller']","[3.3663076522181554, 3.366307652218155, 2.54134974083385]"
348_81,"['E-House', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[4.1984632112652145, 3.373505299880909, 2.557008718953183]"
349_29,"['Starter', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.6002944072970906, 3.522022917746462, 2.718377303608894]"
350_82,"['VCU(Vacuum Contactor Units)', 'Controller', 'Pump Starter and Controller']","[3.9567831695799027, 2.365689919410693, 2.365689919410693]"
351_79,"['E-House', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[4.495569818388809, 3.6205698183888098, 2.7956119070045045]"
352_22,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.2808779244991277, 3.2357236697706115, 2.4357236697706113]"
353_97,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)']","[3.282823076116512, 3.282823076116512, 2.499018565639891]"
