Partner_id,Product_id,Scheme_Type,Sales_Value_Last_Period,Sales_Quantity_Last_Period,MRP,Growth_Percentage,Discount_Applied,Bulk_Purchase_Tendency,New_Stockist,Feedback_Score,Geography_East,Geography_North,Geography_South,Geography_West,Stockist_Type_Distributor,Stockist_Type_Retailer,Stockist_Type_Wholesaler
P1083,SDF,Seasonal Offer,165203.26068683105,345,11640.640575424128,-8.47351531916183,22.52942052512728,Low,True,4.002650587765767,0,0,0,1,0,0,1
P1026,Solar Solutions,Cashback,203817.06160611133,166,49152.20300260559,41.65141411604139,7.986099432820183,Low,True,4.739767501722881,0,0,1,0,1,0,0
P1014,RMU,Seasonal Offer,409462.4050601892,85,19319.411760041472,31.11843580035151,2.2439720364791307,Medium,True,2.832672393723272,0,0,0,1,1,0,0
P1002,E-House,Volume Discount,159822.01,370,39790.0,38.1,5.73,High,True,3.1,0,0,1,0,0,1,0
P1001,VCU,Cashback,185641.86,171,46956.54,40.01,0.02,Low,False,3.07,0,1,0,0,0,0,1
P1001,ACB,Volume Discount,248885.66,190,29499.3,6.62,0.31,Low,False,1.97,1,0,0,0,0,1,0
P1084,BBT,Volume Discount,29819.34388954636,199,25618.093520063816,41.13361244743992,12.019514329522297,Low,True,3.108894483369916,1,0,0,0,0,0,1
P1003,RMU,Seasonal Offer,477494.62,481,43019.52,13.91,9.51,High,True,1.68,1,0,0,0,0,0,1
P1003,AIS,Cashback,424363.52,500,24999.13,47.76,14.25,Low,True,3.1,1,0,0,0,1,0,0
P1080,VCB,Loyalty Program,88196.70922666021,12,11555.201079399609,10.451486261780316,9.019120487653662,Low,True,4.2752829683138405,1,0,0,0,0,0,1
P1003,Controller,Seasonal Offer,198548.37,431,48677.93,20.21,12.55,Medium,False,2.44,0,1,0,0,0,1,0
P1051,Solar Solutions,Seasonal Offer,226832.2225250795,522,10671.558030569557,14.881639787269664,0.6674630731166794,Low,True,2.934433338045633,1,0,0,0,0,1,0
P1078,Modular Switches,Seasonal Offer,322708.59772511123,286,29968.656487614637,42.1401684088186,18.79470192223517,Low,False,3.384279900400339,0,0,1,0,0,1,0
P1087,BBT,Loyalty Program,481697.5261778804,282,27678.9003397098,42.15757916070119,3.659198948127124,Medium,False,1.8512563410570504,0,0,1,0,0,0,1
P1031,Solar Solutions,Seasonal Offer,484175.9250356935,11,32559.17570075893,32.93692099771984,11.0919740459252,Medium,False,4.031705300771595,1,0,0,0,1,0,0
P1013,Pump Starter and Controller,Loyalty Program,94412.9336821336,211,24404.18845503523,-8.673995773855573,16.551429825748585,High,False,3.673158891163245,0,1,0,0,0,1,0
P1042,Modular Switches,Loyalty Program,309140.68453062023,433,9712.572374770152,37.59456767999573,10.786030617388876,Low,False,2.491503147875525,1,0,0,0,1,0,0
P1003,MCCB,Seasonal Offer,116846.82,12,16919.92,29.16,12.71,Low,True,3.49,1,0,0,0,1,0,0
P1048,E-House,Loyalty Program,246079.24785393337,517,11904.116176471967,-3.506279635919169,6.744434632989424,Low,True,4.389621344015876,1,0,0,0,0,1,0
P1008,PSS,Loyalty Program,66980.66848088142,181,43721.58924241007,8.596138920214463,10.601238149013188,Low,True,3.624587062813101,1,0,0,0,0,1,0
P1067,Solar Solutions,Seasonal Offer,134339.33254411168,357,41622.053185105935,-0.4680448457088628,12.62401819556407,Low,False,4.375473910450529,0,1,0,0,1,0,0
P1036,RMU,Cashback,473991.7397001715,241,17916.472456811585,3.076211453305952,8.14840204710852,Medium,True,5.0,0,0,1,0,0,0,1
P1050,VCB,Loyalty Program,590439.0494741455,387,37248.855319998016,20.455800348221675,15.40737681878143,Medium,True,1.9218706242542107,1,0,0,0,0,0,1
P1086,Modular Switches,Cashback,327308.56155579264,332,33439.05847631266,11.17546742482176,6.518022013629743,Low,False,3.6273312200978456,0,1,0,0,0,1,0
P1003,Starter,Seasonal Offer,130069.87,241,10576.31,37.08,11.08,Medium,True,3.82,1,0,0,0,1,0,0
P1002,Controller,Volume Discount,68682.81,486,26478.95,49.88,10.54,High,False,3.36,0,1,0,0,0,1,0
P1001,BBT,Loyalty Points,430543.59,255,14976.7,14.29,0.55,Medium,True,2.84,0,0,0,1,0,0,1
P1002,SDF,Seasonal Offer,343573.7,400,34973.32,22.15,11.49,High,True,1.49,0,0,0,1,1,0,0
P1002,Solar Solutions,Seasonal Offer,121412.15,351,13381.59,30.54,14.41,Medium,True,1.07,1,0,0,0,0,0,1
P1003,E-House,Loyalty Points,265226.4,484,5236.45,35.77,15.94,Low,False,2.15,1,0,0,0,1,0,0
P1002,Controller,Loyalty Points,87383.89,97,22527.17,-1.63,8.26,Medium,True,2.19,0,0,0,1,1,0,0
P1001,Starter,Loyalty Points,262914.77,88,30973.72,19.08,6.61,High,True,4.6,1,0,0,0,1,0,0
P1003,VCB,Seasonal Offer,303450.83,229,27723.38,-0.01,12.31,Low,True,3.43,0,0,0,1,0,1,0
P1002,Starter,Cashback,159007.48,226,1647.89,24.92,18.14,Medium,True,4.09,1,0,0,0,1,0,0
P1002,Starter,Volume Discount,475405.47,104,10579.01,17.11,17.25,Low,True,4.4,1,0,0,0,1,0,0
P1003,Starter,Seasonal Offer,364510.64,351,21823.05,-5.17,7.36,Medium,False,4.08,0,0,1,0,0,1,0
P1079,Controller,Volume Discount,455375.275985182,337,37619.58156449087,30.19350982946483,17.267708281854002,High,True,3.1974227301385407,0,1,0,0,1,0,0
P1003,Controller,Seasonal Offer,165322.13,65,22426.18,33.51,7.44,Medium,True,2.97,0,0,0,1,0,1,0
P1075,RMU,Volume Discount,90812.07182971136,286,48178.7090434736,10.7837067482662,3.1421558868531965,Medium,True,2.926824803883892,0,0,1,0,0,0,1
P1033,VCB,Seasonal Offer,189550.3133611848,117,13775.70757503024,-2.4470479890170656,21.95293752253653,Medium,True,1.567068630898948,0,0,1,0,1,0,0
P1001,Controller,Cashback,171156.43,346,33014.85,49.63,14.14,High,True,4.2,0,0,0,1,0,1,0
P1003,Solar Solutions,Seasonal Offer,143299.88,261,16064.69,33.18,14.26,Medium,False,3.06,0,1,0,0,0,0,1
P1074,RMU,Seasonal Offer,506959.1980550616,196,2704.9824219530783,35.93107969467558,15.296750292422695,High,False,3.9851580942191913,0,1,0,0,0,0,1
P1003,BBT,Cashback,475125.87,312,34422.68,24.16,2.97,Medium,False,3.68,0,0,1,0,0,0,1
P1001,Solar Solutions,Cashback,134429.7,47,29092.15,33.66,14.1,Low,True,3.66,1,0,0,0,1,0,0
P1003,E-House,Cashback,400713.03,67,36173.96,35.22,12.34,Medium,False,2.64,0,0,1,0,0,0,1
P1003,Solar Solutions,Cashback,281710.85,211,47849.46,4.36,1.31,High,True,4.1,0,0,1,0,0,1,0
P1078,E-House,Cashback,308365.8797439991,154,27464.99821755456,27.42360466370228,6.511612926759469,High,False,5.0,1,0,0,0,0,0,1
P1093,Pump Starter and Controller,Loyalty Program,330177.10880327004,148,40204.7727827612,31.93858636738161,10.645951965425157,Low,True,1.456914058776366,0,1,0,0,0,0,1
P1063,ACB,Loyalty Program,404686.9419155972,348,26801.984056768568,28.624959438042666,11.902677697561812,Low,False,4.351620629518265,0,0,1,0,0,0,1
P1003,Solar Solutions,Loyalty Points,100951.49,406,19246.96,17.84,16.58,Low,True,4.9,1,0,0,0,1,0,0
P1003,MCCB,Seasonal Offer,319477.98,89,33500.26,2.72,7.6,High,True,4.81,0,0,1,0,1,0,0
P1042,Solar Solutions,Loyalty Program,551135.9095936647,215,11870.465813716646,19.267154883027043,14.308592106757352,High,False,1.6303399494122162,1,0,0,0,0,1,0
P1027,AIS,Seasonal Offer,283251.6650759619,336,6286.436554871297,24.88762696203693,3.088049864577207,Low,False,2.8613599450639398,1,0,0,0,0,1,0
P1002,VCU,Cashback,18786.4,294,34706.96,44.19,6.75,Low,True,2.55,1,0,0,0,0,1,0
P1030,Solar Solutions,Volume Discount,19537.788739478776,268,29913.52647593188,25.078800136912346,9.737121405062313,High,True,3.791619540150761,0,1,0,0,0,0,1
P1002,SDF,Cashback,182218.21,479,44462.95,33.7,14.68,High,True,3.26,1,0,0,0,0,1,0
P1001,Solar Solutions,Seasonal Offer,300252.89,137,16920.14,46.12,13.54,High,False,4.61,0,1,0,0,0,0,1
P1001,Modular Switches,Volume Discount,296273.92,280,3165.56,-3.58,12.76,Medium,False,1.74,0,0,0,1,0,1,0
P1057,SDF,Seasonal Offer,365508.8641582524,229,4434.144612201552,40.78294692798326,4.057645969806139,Low,False,3.260104216293008,0,0,1,0,0,0,1
P1002,ACB,Loyalty Points,281576.62,81,46218.72,25.62,19.65,Low,False,2.9,0,0,0,1,0,0,1
P1018,SDF,Cashback,87777.84165849403,206,35417.89934703444,10.59831157494484,0.6446676328877479,Low,True,2.81714383945751,1,0,0,0,1,0,0
P1001,Pump Starter and Controller,Cashback,217974.83,349,29905.8,-5.22,16.72,High,True,4.62,0,0,1,0,0,0,1
P1057,Controller,Volume Discount,393984.07985380193,552,44873.14292435312,-2.1696573796665124,16.754763251384272,Medium,True,2.3864060261268816,0,0,0,1,1,0,0
P1043,BBT,Seasonal Offer,120140.99336042632,428,32053.644003132304,22.115224081413125,15.030796626055857,High,False,2.122780261166539,0,1,0,0,1,0,0
P1003,SDF,Cashback,150963.05,124,46613.08,-9.45,13.13,Low,True,1.11,1,0,0,0,1,0,0
P1091,BBT,Volume Discount,378314.7144687945,11,44138.09274410713,50.993970835695016,20.183169461975037,High,False,2.0265092535850004,0,0,0,1,0,0,1
P1076,Pump Starter and Controller,Volume Discount,236976.1689492384,235,34289.95858704131,2.325291098297396,11.611338082553056,High,False,3.529499933346902,1,0,0,0,0,1,0
P1002,MCCB,Seasonal Offer,187520.69,106,3266.4,-5.69,14.74,High,False,4.27,0,0,1,0,0,0,1
P1002,Modular Switches,Seasonal Offer,192092.65,228,7618.37,22.5,8.43,Low,True,2.75,0,1,0,0,0,1,0
P1021,BBT,Volume Discount,339799.65826587594,39,5689.063964352418,46.37293418949151,2.974665497054753,Medium,False,4.920304629143881,0,0,1,0,0,0,1
P1053,BBT,Loyalty Program,45487.98897365889,175,38865.08450960589,22.02326250951417,2.5904653364878323,Medium,True,2.544296855514839,1,0,0,0,1,0,0
P1001,BBT,Volume Discount,103618.31,258,18727.02,37.39,7.12,Medium,False,1.84,0,0,1,0,1,0,0
P1003,Pump Starter and Controller,Volume Discount,357695.0,171,41091.44,42.74,13.86,Medium,False,3.04,0,1,0,0,1,0,0
P1019,Starter,Volume Discount,281006.67452803534,273,10398.208532912968,44.72698008738959,13.769358474137867,High,False,1.4486939925526874,0,1,0,0,0,0,1
P1069,VCU,Cashback,24244.89651366378,384,28187.19591366127,5.183166253486428,5.741012858948039,Low,True,2.5098030738199366,0,1,0,0,0,0,1
P1069,PSS,Seasonal Offer,532277.9726383288,39,24287.34432929492,-4.573027053653965,11.051982204191154,High,False,3.529306625654256,1,0,0,0,0,0,1
P1092,BBT,Volume Discount,22057.84202382076,375,8531.096096062236,26.67294339223512,7.581245946340871,High,True,2.0179179768289166,0,0,1,0,1,0,0
P1055,Starter,Loyalty Program,129096.0070706798,472,10242.302508133684,14.736350954779434,2.198305032531557,Medium,True,4.214204198900577,0,0,0,1,1,0,0
P1003,PSS,Cashback,42331.06,124,32145.17,27.52,4.44,High,True,4.0,0,0,1,0,0,1,0
P1002,PSS,Seasonal Offer,492869.55,99,46948.03,18.9,4.05,High,False,2.78,0,0,0,1,1,0,0
P1001,Starter,Volume Discount,396053.08,342,40781.48,39.07,14.11,Low,True,1.06,0,0,1,0,0,1,0
P1002,VCB,Loyalty Points,286245.86,23,4816.6,16.68,7.42,Low,True,1.66,0,0,0,1,0,0,1
P1002,ACB,Cashback,330434.79,140,29946.33,-5.52,16.02,High,True,1.81,0,0,1,0,0,0,1
P1002,Controller,Loyalty Points,426352.75,132,10760.34,32.7,7.98,High,True,3.02,0,0,0,1,0,0,1
P1056,BBT,Loyalty Program,357623.6196347683,339,28045.35521747972,1.2105090718904543,2.280440091689523,Medium,False,1.7959440287814783,0,1,0,0,0,1,0
P1051,RMU,Seasonal Offer,376062.445669803,336,32398.981527223328,-1.023509036810557,7.3307759396036385,High,False,2.8039940807242454,1,0,0,0,0,0,1
P1003,BBT,Volume Discount,137905.35,379,47020.63,-0.18,1.07,Medium,True,3.09,0,1,0,0,0,1,0
P1002,SDF,Loyalty Points,23916.66,432,28555.93,32.95,3.31,Medium,False,1.1,0,0,1,0,1,0,0
P1001,Pump Starter and Controller,Seasonal Offer,106607.5,382,20027.41,19.28,15.03,High,True,4.02,0,1,0,0,0,0,1
P1000,Starter,Loyalty Program,390193.20824834047,374,24559.46859659184,40.88116508285557,5.038387382823584,Low,False,4.605750509537395,1,0,0,0,0,1,0
P1064,Controller,Seasonal Offer,269058.5531839617,426,20854.943734949746,28.10687344057728,13.070055119485634,Medium,False,1.7410303964910354,0,1,0,0,0,1,0
P1001,PSS,Loyalty Points,354574.4,159,5475.74,44.18,5.93,Medium,True,3.77,0,0,0,1,0,1,0
P1023,SDF,Seasonal Offer,478092.5969439921,116,10117.2313124669,48.65110083322608,13.62978211730672,High,True,1.7925233497671436,1,0,0,0,0,0,1
P1003,PSS,Seasonal Offer,116323.45,25,24313.97,33.21,14.96,High,False,3.62,0,0,0,1,1,0,0
P1028,Modular Switches,Seasonal Offer,486640.1155641125,191,32593.026420536808,11.538781873059506,1.3330073732913494,High,False,4.516922555354169,0,0,1,0,0,1,0
P1002,VCB,Seasonal Offer,259361.99,307,21667.37,6.26,8.38,High,False,1.98,0,0,1,0,0,0,1
P1070,BBT,Volume Discount,497107.11043276114,315,30535.733769098777,9.59777919152118,12.842670755077034,Low,False,2.5452325614564164,0,1,0,0,1,0,0
P1003,MCCB,Volume Discount,420722.0,485,17066.49,13.72,15.58,Medium,True,2.16,0,1,0,0,1,0,0
P1002,Starter,Cashback,443914.43,453,29262.27,42.94,18.32,High,True,1.22,0,0,0,1,0,0,1
P1016,Controller,Volume Discount,325224.6173917172,291,15153.413658702695,42.69086721630182,3.375975498567963,Medium,True,4.828224641724963,0,1,0,0,1,0,0
P1051,Controller,Cashback,480908.4729885349,11,23588.788570379773,31.7008191633714,9.603317733318317,Low,True,4.262459365944984,1,0,0,0,0,0,1
P1057,SDF,Loyalty Program,256381.735582586,454,16132.908719546242,39.74685048451964,12.141699408982303,High,False,1.0705533702476635,0,1,0,0,0,1,0
P1074,Modular Switches,Seasonal Offer,293327.7364515037,263,12600.623917493172,39.13521166785966,0.3826328249203788,Low,True,2.8416546866734547,1,0,0,0,0,1,0
P1002,RMU,Seasonal Offer,291842.21,77,24168.74,30.19,4.49,Medium,False,4.22,1,0,0,0,0,0,1
P1075,E-House,Seasonal Offer,42279.62249591143,204,17495.437827996884,28.530093854003766,9.164231449407552,Low,True,2.68668672310753,1,0,0,0,1,0,0
P1001,Pump Starter and Controller,Cashback,51829.49,400,49193.21,15.22,14.47,Medium,False,4.17,0,0,1,0,0,1,0
P1014,MCCB,Cashback,84822.15325384321,341,12904.969819836577,38.64096505312447,9.300110153954876,Low,True,2.933583461293099,0,0,0,1,0,0,1
P1001,ACB,Cashback,290679.44,339,47744.9,34.93,9.12,Low,True,2.4,0,1,0,0,0,1,0
P1001,SDF,Seasonal Offer,23769.61,237,24823.27,20.19,6.38,Low,True,3.28,1,0,0,0,1,0,0
P1003,RMU,Loyalty Points,320685.11,344,39119.3,7.2,0.92,Medium,False,4.98,0,0,0,1,1,0,0
P1000,Solar Solutions,Volume Discount,299495.8455594508,370,46062.77316150071,-2.1914494698327505,10.709067152187156,High,False,3.865684939295871,0,0,1,0,0,1,0
P1038,BBT,Volume Discount,427162.86490348674,159,10888.056745611088,-6.273281398654687,9.50967857769746,Medium,False,1.5287634897979014,0,1,0,0,1,0,0
P1002,Modular Switches,Loyalty Points,10349.32,118,43953.34,13.1,13.89,Medium,False,2.22,0,0,0,1,0,1,0
P1027,AIS,Volume Discount,54237.56389968155,512,6956.6470150704445,36.17044405969112,2.6505201127567157,Low,True,2.5861546284342056,0,0,1,0,0,0,1
P1072,BBT,Volume Discount,248001.073959796,116,39685.27037671846,23.553628499346523,1.053366265842116,Low,True,1.7997159788632888,0,0,1,0,0,1,0
P1033,E-House,Volume Discount,330227.4244370208,495,14338.902592805402,-9.06775698179962,2.1980145090468914,Low,False,1.386682172639559,0,0,1,0,0,1,0
P1003,PSS,Loyalty Points,207924.9,24,38553.3,19.9,2.33,Medium,True,4.7,0,0,1,0,0,0,1
P1063,PSS,Loyalty Program,88247.58649055203,356,23618.3792354832,-8.075958139345765,5.272769733147764,Medium,True,2.242271936301936,0,1,0,0,1,0,0
P1001,Starter,Loyalty Points,48019.75,39,43868.39,7.26,2.46,Low,False,1.65,0,1,0,0,0,0,1
P1067,E-House,Cashback,211720.37925190196,431,30840.74290850535,3.4196265287852383,12.737314579208002,Low,True,1.0244537936544615,0,1,0,0,0,0,1
P1003,AIS,Cashback,303825.43,344,7080.44,-1.42,18.6,High,True,2.64,0,0,0,1,1,0,0
P1032,MCCB,Cashback,302872.6308935313,383,4090.221578200775,18.781037634021896,9.738727293318233,Low,True,1.2171385158173211,0,0,0,1,0,1,0
P1011,Controller,Volume Discount,230131.02463562763,477,16842.866650208864,57.15578857846977,14.0575435072671,Medium,True,1.0238384049375646,0,0,0,1,0,0,1
P1054,Controller,Seasonal Offer,494693.3125079009,250,16982.754456796407,-6.721957815356987,5.932815711923329,High,False,3.2978723520439024,0,0,1,0,0,0,1
P1038,Controller,Seasonal Offer,462625.1014784626,306,22265.251358552672,28.10722788904436,11.951337944938212,Low,False,4.469087539730877,0,0,1,0,0,0,1
P1001,Solar Solutions,Volume Discount,409725.88,438,2829.43,40.29,17.14,Low,False,3.35,0,0,0,1,1,0,0
P1098,AIS,Seasonal Offer,128382.96645211906,179,30495.646285520084,39.03190302637816,7.733331511314115,Low,False,1.2965731366408633,0,0,1,0,0,1,0
P1003,ACB,Loyalty Points,31456.29,25,9740.85,0.16,7.29,Medium,True,1.47,0,0,0,1,1,0,0
P1001,AIS,Seasonal Offer,100353.25,276,27799.85,17.58,12.07,Low,False,4.27,0,0,1,0,1,0,0
P1077,MCCB,Cashback,278836.02889713,524,13870.402970357238,20.903103277093503,0.2172560204380417,Low,True,4.443674787612658,0,0,1,0,0,1,0
P1002,RMU,Cashback,488752.7,490,37176.01,37.64,18.62,High,False,1.53,0,0,1,0,0,0,1
P1075,VCB,Cashback,227186.21189879117,155,36226.487654105294,16.79462307454394,1.5703842369723684,High,False,3.582936746472825,1,0,0,0,0,0,1
P1000,VCB,Seasonal Offer,38818.10051539008,432,4807.264246242489,40.8715316891131,8.02765742884282,High,True,1.1814483710106127,1,0,0,0,0,1,0
P1003,ACB,Seasonal Offer,425543.4,175,17957.03,19.69,5.93,Low,False,4.35,1,0,0,0,0,1,0
P1002,VCB,Seasonal Offer,180998.09,333,4849.84,22.3,19.12,Medium,True,3.79,0,0,1,0,0,0,1
P1006,Starter,Seasonal Offer,55772.582629420176,263,12922.462964683977,29.398297552017432,12.352369839356886,High,False,1.7335510291915643,0,0,0,1,0,0,1
P1100,ACB,Volume Discount,65082.34311580715,438,3749.285172236287,32.59193717905705,7.851675394534176,Low,True,3.801895046202755,1,0,0,0,0,1,0
P1003,VCU,Loyalty Points,320509.7,92,45493.8,-5.74,10.12,Low,False,1.21,0,1,0,0,0,1,0
P1003,Controller,Seasonal Offer,171764.77,256,20723.26,6.97,4.15,Medium,True,3.43,0,0,1,0,1,0,0
P1075,Solar Solutions,Volume Discount,469413.0458393518,60,45177.655114908936,46.23253280755622,9.14114336022008,Low,False,3.895816672480546,0,0,1,0,1,0,0
P1001,Starter,Volume Discount,45804.68,162,42948.01,8.46,5.38,Low,False,2.41,0,0,0,1,0,1,0
P1003,VCB,Seasonal Offer,384257.58,173,18414.99,31.14,4.69,Medium,True,3.24,0,0,1,0,0,1,0
P1001,SDF,Volume Discount,263738.04,312,9455.5,13.29,16.86,Medium,False,3.69,0,1,0,0,0,0,1
P1034,ACB,Cashback,440650.0495719163,256,3444.759000431233,14.45483702015446,2.6761001959564394,Low,False,4.095254577977665,0,1,0,0,0,1,0
P1002,Controller,Volume Discount,486749.29,261,20258.53,38.6,9.9,High,False,1.58,0,0,0,1,1,0,0
P1002,RMU,Seasonal Offer,427610.62,430,38981.9,0.06,11.26,High,False,4.71,1,0,0,0,0,1,0
P1001,PSS,Seasonal Offer,71828.73,321,7221.16,10.51,5.6,Medium,True,4.46,0,1,0,0,0,0,1
P1003,Solar Solutions,Cashback,473985.19,234,37245.54,13.7,19.5,High,False,2.22,0,0,1,0,0,0,1
P1049,Pump Starter and Controller,Seasonal Offer,223742.11288231832,343,17337.166862664733,-7.473091954514578,7.877911950767227,High,True,1.591756239945298,0,1,0,0,0,1,0
P1003,Controller,Cashback,42423.72,156,25733.31,1.27,13.72,Medium,True,1.34,1,0,0,0,0,1,0
P1003,RMU,Seasonal Offer,242969.0,209,30540.73,2.26,0.2,High,True,1.96,0,0,1,0,0,0,1
P1061,Controller,Cashback,169383.3095710778,72,41358.470073172924,-0.3613489592958734,21.31756962200921,High,True,4.605607086583439,0,0,0,1,0,1,0
P1030,RMU,Loyalty Program,211333.6829468821,96,36331.79842956679,13.806433399813118,13.100723688668351,High,True,4.094171428073116,0,0,1,0,1,0,0
P1001,VCU,Volume Discount,255396.75,69,29423.42,3.31,2.22,Low,True,2.32,0,1,0,0,0,1,0
P1002,Controller,Loyalty Points,382964.77,410,17854.93,19.37,9.13,Low,True,3.5,0,1,0,0,0,1,0
P1028,Controller,Loyalty Program,532686.1024652933,374,47916.24410737418,-1.0259241712335607,15.50609777060343,Low,True,4.526490526027836,0,0,0,1,0,0,1
P1002,PSS,Cashback,350249.72,249,11410.02,31.39,4.46,High,False,3.32,1,0,0,0,1,0,0
P1011,ACB,Loyalty Program,81539.12972185333,233,39725.349471922535,50.08026904077048,4.591391141757347,High,True,4.022490295522355,0,1,0,0,1,0,0
P1001,PSS,Cashback,416893.3,207,45174.21,45.89,0.51,Medium,True,3.79,1,0,0,0,1,0,0
P1003,Starter,Loyalty Points,30696.85,224,21758.89,44.48,18.76,High,True,4.28,0,0,0,1,0,1,0
P1001,ACB,Loyalty Points,447367.4,417,29035.19,-5.36,15.35,High,False,1.8,0,0,1,0,0,1,0
P1001,VCU,Seasonal Offer,159796.64,291,9306.63,-7.68,0.77,Low,False,1.88,0,0,0,1,0,1,0
P1002,ACB,Volume Discount,448990.14,179,5162.57,-8.67,15.77,Low,False,2.09,0,1,0,0,0,0,1
P1002,Controller,Volume Discount,457707.33,45,48688.29,39.92,13.64,High,True,2.31,1,0,0,0,0,1,0
P1001,MCCB,Loyalty Points,438568.92,120,15837.65,9.99,19.91,Low,False,2.25,0,1,0,0,1,0,0
P1002,Solar Solutions,Seasonal Offer,373677.4,149,42243.38,24.12,7.06,High,True,2.24,0,0,0,1,0,0,1
P1003,Starter,Volume Discount,181355.11,418,24392.82,42.38,14.49,Medium,False,3.11,0,0,1,0,0,0,1
P1003,Controller,Volume Discount,87358.42,274,3602.78,31.27,8.41,High,False,1.22,0,1,0,0,0,0,1
P1011,Pump Starter and Controller,Seasonal Offer,295459.7666826328,95,18213.638822455257,35.16883181788606,9.287280597849838,Medium,True,2.046973556153988,0,1,0,0,0,0,1
P1008,Starter,Loyalty Program,410004.42963715846,134,25631.811352551824,29.71488356627029,14.088185185444033,High,True,3.403934335815312,0,1,0,0,0,0,1
P1001,SDF,Cashback,294309.04,317,44509.02,9.18,15.1,Medium,True,1.54,1,0,0,0,0,0,1
P1002,RMU,Volume Discount,242966.12,303,6559.06,-9.15,12.9,High,True,2.81,0,0,1,0,1,0,0
P1028,ACB,Volume Discount,124845.01309328667,207,42512.26612903587,44.336359728074456,20.58336955565546,Medium,True,4.001726102801334,0,0,0,1,1,0,0
P1089,Modular Switches,Cashback,24059.13937189758,254,39026.68235393066,22.16513839905694,4.536394058410522,Medium,False,1.385884736288608,0,1,0,0,0,0,1
P1026,MCCB,Seasonal Offer,364691.2146932001,304,12590.780781944031,39.84404665695608,2.053860439619119,Medium,False,4.709315834577842,0,0,0,1,0,0,1
P1002,E-House,Loyalty Points,460579.6,337,35143.7,-6.18,18.32,Medium,False,1.17,1,0,0,0,1,0,0
P1001,Starter,Loyalty Points,254130.64,113,48342.58,-7.27,14.37,High,True,4.73,0,0,1,0,0,0,1
P1002,ACB,Volume Discount,404940.01,387,36306.08,-7.06,12.83,Medium,False,3.54,1,0,0,0,0,1,0
P1076,AIS,Loyalty Program,305517.7523963859,10,9458.04419518472,-3.0990811159093243,9.100170326053703,Medium,True,2.425931340209831,0,1,0,0,0,0,1
P1030,Starter,Loyalty Program,201185.8153689431,103,44807.27421391535,49.22012493575065,10.745948623161954,High,False,2.9752520074431104,0,0,1,0,0,0,1
P1003,Solar Solutions,Loyalty Points,461682.59,351,40019.5,19.9,15.48,Low,True,2.99,0,0,1,0,1,0,0
P1033,E-House,Cashback,453143.2515304053,30,1256.9919617252442,57.9433061731116,15.110027044905182,Low,True,2.793546428890507,0,1,0,0,0,0,1
P1002,RMU,Seasonal Offer,429219.89,423,9234.99,32.11,18.63,High,False,3.8,0,1,0,0,0,0,1
P1073,RMU,Seasonal Offer,17221.95952304289,76,38124.91305721178,18.800296721666506,19.094617765665596,High,True,4.2449437148567615,0,0,1,0,1,0,0
P1002,Starter,Loyalty Points,101878.92,378,16314.77,-1.39,19.49,High,True,2.81,0,0,0,1,1,0,0
P1050,RMU,Loyalty Program,515468.9650430934,409,2371.3358393866997,38.80004946000917,9.330929836736594,High,True,2.192218297621369,0,1,0,0,0,0,1
P1051,RMU,Cashback,83760.63307007412,317,45520.79503509536,10.054950717569955,2.754639189723917,Low,False,2.5474330151933686,1,0,0,0,0,1,0
P1002,Modular Switches,Volume Discount,415538.42,96,6798.73,-7.11,11.44,Medium,False,2.72,0,1,0,0,0,1,0
P1086,MCCB,Loyalty Program,295867.5117058998,154,25592.420194435366,-10.218565585732724,23.00357874533128,Medium,False,1.976970839341516,1,0,0,0,1,0,0
P1006,MCCB,Seasonal Offer,95306.92688700996,22,26697.508139256388,26.294687843499187,17.531874361801638,High,True,4.039252503306679,0,0,0,1,0,0,1
P1019,Starter,Volume Discount,148295.24695455385,69,27751.02266834894,30.69720939949147,5.760473461021639,Medium,False,4.684834315574956,1,0,0,0,1,0,0
P1037,ACB,Seasonal Offer,489391.3109060165,288,19936.171002122734,25.193280312302,12.052782580652078,High,True,3.0558270293412657,0,1,0,0,0,0,1
P1002,Pump Starter and Controller,Volume Discount,308047.61,229,13981.01,-6.96,15.46,Low,False,3.89,0,1,0,0,1,0,0
P1001,Solar Solutions,Cashback,35704.97,57,40979.03,29.81,9.87,High,False,1.96,0,1,0,0,1,0,0
P1034,MCCB,Seasonal Offer,102540.49065397368,96,45276.33215568688,4.40273072726662,2.581701775878512,Medium,False,2.927231733165535,1,0,0,0,0,1,0
P1069,SDF,Volume Discount,333281.5206381962,186,45275.12215420433,-5.445889166005149,2.1371461345902127,Low,False,1.6257319371836731,0,0,1,0,0,1,0
P1084,VCB,Cashback,298036.7673577376,91,42946.64085078786,5.566650833455203,1.756746790180713,Medium,True,4.58744356350193,0,0,0,1,1,0,0
P1002,SDF,Cashback,499550.4,355,49756.42,44.64,17.0,Low,True,4.95,0,1,0,0,0,0,1
P1082,Starter,Seasonal Offer,178286.37239977324,386,39686.10046320679,34.179235319552056,3.581774771363146,Low,False,3.985056220106897,0,0,1,0,0,0,1
P1049,RMU,Cashback,93576.6449840286,150,10897.217305418324,-1.1537759024413468,10.45016205622697,High,False,4.404704022318782,0,1,0,0,0,1,0
P1003,AIS,Volume Discount,89846.17,120,22471.38,9.27,19.02,Low,True,4.5,0,0,0,1,0,0,1
