product,region,date,forecast
VCB(Vacuum Circuit Breaker),Central,2026-05-01,99.58584175100091
VCB(Vacuum Circuit Breaker),East,2025-06-01,350.9781989319061
VCB(Vacuum Circuit Breaker),East,2025-07-01,165.75875138418965
VCB(Vacuum Circuit Breaker),East,2025-08-01,209.3805227648161
VCB(Vacuum Circuit Breaker),East,2025-09-01,312.92156416294154
VCB(Vacuum Circuit Breaker),East,2025-10-01,200.81276080212996
VCB(Vacuum Circuit Breaker),East,2025-11-01,486.2658294382427
VCB(Vacuum Circuit Breaker),East,2025-12-01,411.706396859728
VCB(Vacuum Circuit Breaker),East,2026-01-01,231.59979535371693
VCB(Vacuum Circuit Breaker),East,2026-02-01,473.16993898995656
VCB(Vacuum Circuit Breaker),East,2026-03-01,392.3264877400409
VCB(Vacuum Circuit Breaker),East,2026-04-01,519.2614051043374
VCB(Vacuum Circuit Breaker),East,2026-05-01,243.08802860888287
VCB(Vacuum Circuit Breaker),North,2025-06-01,12.419159104209072
VCB(Vacuum Circuit Breaker),North,2025-07-01,23.729698583048858
VCB(Vacuum Circuit Breaker),North,2025-08-01,8.872455644769534
VCB(Vacuum Circuit Breaker),North,2025-09-01,8.937797155232861
VCB(Vacuum Circuit Breaker),North,2025-10-01,19.368328737636805
VCB(Vacuum Circuit Breaker),North,2025-11-01,12.998638787283005
VCB(Vacuum Circuit Breaker),North,2025-12-01,2.683264613054382
VCB(Vacuum Circuit Breaker),North,2026-01-01,8.841022579397794
VCB(Vacuum Circuit Breaker),North,2026-02-01,8.514455439443067
VCB(Vacuum Circuit Breaker),North,2026-03-01,9.78975136029801
VCB(Vacuum Circuit Breaker),North,2026-04-01,24.01960459540761
VCB(Vacuum Circuit Breaker),North,2026-05-01,8.798292574441184
VCB(Vacuum Circuit Breaker),South,2025-06-01,26.204420336364862
VCB(Vacuum Circuit Breaker),South,2025-07-01,30.852304214814353
VCB(Vacuum Circuit Breaker),South,2025-08-01,28.281579094509976
VCB(Vacuum Circuit Breaker),South,2025-09-01,11.02059057088281
VCB(Vacuum Circuit Breaker),South,2025-10-01,28.591942767070055
VCB(Vacuum Circuit Breaker),South,2025-11-01,26.648516798551704
VCB(Vacuum Circuit Breaker),South,2025-12-01,18.981438144971857
VCB(Vacuum Circuit Breaker),South,2026-01-01,16.6902161196508
VCB(Vacuum Circuit Breaker),South,2026-02-01,30.628723427976958
VCB(Vacuum Circuit Breaker),South,2026-03-01,24.450760611222176
VCB(Vacuum Circuit Breaker),South,2026-04-01,32.076741326188234
VCB(Vacuum Circuit Breaker),South,2026-05-01,25.867390124780982
VCB(Vacuum Circuit Breaker),West,2025-06-01,51.37381672142443
VCB(Vacuum Circuit Breaker),West,2025-07-01,53.18752780578034
VCB(Vacuum Circuit Breaker),West,2025-08-01,84.72627723150988
VCB(Vacuum Circuit Breaker),West,2025-09-01,57.183894335002
VCB(Vacuum Circuit Breaker),West,2025-10-01,30.979670374699644
VCB(Vacuum Circuit Breaker),West,2025-11-01,69.4409452829678
VCB(Vacuum Circuit Breaker),West,2025-12-01,36.59173794375634
VCB(Vacuum Circuit Breaker),West,2026-01-01,65.05976248048725
VCB(Vacuum Circuit Breaker),West,2026-02-01,73.31933506696122
VCB(Vacuum Circuit Breaker),West,2026-03-01,80.1619062069028
VCB(Vacuum Circuit Breaker),West,2026-04-01,45.202434786889114
VCB(Vacuum Circuit Breaker),West,2026-05-01,50.21941292718589
VCU(Vacuum Contactor Units),Central,2025-06-01,286.10415299319027
VCU(Vacuum Contactor Units),Central,2025-07-01,332.50308409801016
VCU(Vacuum Contactor Units),Central,2025-08-01,290.5524444076255
VCU(Vacuum Contactor Units),Central,2025-09-01,273.87219522454944
VCU(Vacuum Contactor Units),Central,2025-10-01,364.47437421350946
VCU(Vacuum Contactor Units),Central,2025-11-01,348.9250924049451
VCU(Vacuum Contactor Units),Central,2025-12-01,255.8758680808975
VCU(Vacuum Contactor Units),Central,2026-01-01,239.32599563268354
VCU(Vacuum Contactor Units),Central,2026-02-01,218.2288231330221
VCU(Vacuum Contactor Units),Central,2026-03-01,300.3344659410925
VCU(Vacuum Contactor Units),Central,2026-04-01,186.4730100751836
VCU(Vacuum Contactor Units),Central,2026-05-01,224.0725653324277
VCU(Vacuum Contactor Units),East,2025-06-01,297.2848258451296
VCU(Vacuum Contactor Units),East,2025-07-01,358.32326658188276
VCU(Vacuum Contactor Units),East,2025-08-01,451.8553399217419
VCU(Vacuum Contactor Units),East,2025-09-01,435.3999630863158
VCU(Vacuum Contactor Units),East,2025-10-01,462.5318581449429
VCU(Vacuum Contactor Units),East,2025-11-01,353.62945626949556
VCU(Vacuum Contactor Units),East,2025-12-01,195.97483545359117
VCU(Vacuum Contactor Units),East,2026-01-01,270.9277356230216
VCU(Vacuum Contactor Units),East,2026-02-01,237.02540852999888
VCU(Vacuum Contactor Units),East,2026-03-01,298.7373455345621
VCU(Vacuum Contactor Units),East,2026-04-01,429.9241981327163
VCU(Vacuum Contactor Units),East,2026-05-01,445.445588022308
VCU(Vacuum Contactor Units),North,2025-06-01,762.9205946128965
VCU(Vacuum Contactor Units),North,2025-07-01,519.9514083054445
VCU(Vacuum Contactor Units),North,2025-08-01,665.7812561762372
VCU(Vacuum Contactor Units),North,2025-09-01,426.1282041230961
VCU(Vacuum Contactor Units),North,2025-10-01,433.49542201510167
VCU(Vacuum Contactor Units),North,2025-11-01,658.5204983038777
VCU(Vacuum Contactor Units),North,2025-12-01,446.73715961076783
VCU(Vacuum Contactor Units),North,2026-01-01,473.66869803236165
VCU(Vacuum Contactor Units),North,2026-02-01,412.74511374978175
VCU(Vacuum Contactor Units),North,2026-03-01,691.8455345179021
VCU(Vacuum Contactor Units),North,2026-04-01,416.20101750340734
VCU(Vacuum Contactor Units),North,2026-05-01,307.83040231717564
VCU(Vacuum Contactor Units),South,2025-06-01,518.772373871722
VCU(Vacuum Contactor Units),South,2025-07-01,624.7481165124902
VCU(Vacuum Contactor Units),South,2025-08-01,394.97194151459155
VCU(Vacuum Contactor Units),South,2025-09-01,412.7052558440855
VCU(Vacuum Contactor Units),South,2025-10-01,569.0370097375497
VCU(Vacuum Contactor Units),South,2025-11-01,437.3384842156857
VCU(Vacuum Contactor Units),South,2025-12-01,542.584321589046
VCU(Vacuum Contactor Units),South,2026-01-01,593.6457616803467
VCU(Vacuum Contactor Units),South,2026-02-01,560.11144327698
VCU(Vacuum Contactor Units),South,2026-03-01,527.4329681673063
VCU(Vacuum Contactor Units),South,2026-04-01,407.8800670645212
VCU(Vacuum Contactor Units),South,2026-05-01,415.422663876733
VCU(Vacuum Contactor Units),West,2025-06-01,257.73979656840623
VCU(Vacuum Contactor Units),West,2025-07-01,411.19812047139334
VCU(Vacuum Contactor Units),West,2025-08-01,483.1861516147613
VCU(Vacuum Contactor Units),West,2025-09-01,397.3722443163461
VCU(Vacuum Contactor Units),West,2025-10-01,290.67151543924894
VCU(Vacuum Contactor Units),West,2025-11-01,362.8314043741513
VCU(Vacuum Contactor Units),West,2025-12-01,448.9792639386259
VCU(Vacuum Contactor Units),West,2026-01-01,429.6832814480473
VCU(Vacuum Contactor Units),West,2026-02-01,230.77634362132744
VCU(Vacuum Contactor Units),West,2026-03-01,316.9379261816034
VCU(Vacuum Contactor Units),West,2026-04-01,225.74724874065183
VCU(Vacuum Contactor Units),West,2026-05-01,449.25090283192026
