Partner_id,Product_id,Geography,Stockist_Type,Scheme_Type,Sales_Value_Last_Period,Sales_Quantity_Last_Period,MRP,Growth_Percentage,Discount_Applied,Bulk_Purchase_Tendency,New_Stockist,Feedback_Score
P1002,Solar Solutions,North,Wholesaler,Loyalty Points,278013.85,230,11879.04,17.13,14.15,High,False,2.13
P1001,PSS,East,Wholesaler,Cashback,462024.07,356,35100.79,43.21,8.29,Low,True,4.12
P1002,BBT,East,Distributor,Cashback,377205.82,171,26685.58,39.72,10.36,Low,True,2.03
P1002,SDF,West,Wholesaler,Loyalty Points,385267.06,227,6711.02,45.43,9.48,High,True,3.48
P1003,SDF,East,Distributor,Cashback,173642.23,403,2055.48,49.25,11.56,High,False,1.59
P1001,BBT,South,Wholesaler,Seasonal Offer,22291.46,160,10873.33,35.24,3.01,Low,False,2.28
P1003,BBT,East,Retailer,Seasonal Offer,428013.21,404,14731.74,42.52,4.29,Low,True,3.81
P1002,Modular Switches,South,Retailer,Loyalty Points,13136.52,471,37743.73,22.39,19.41,High,False,4.43
P1002,Solar Solutions,North,Wholesaler,Seasonal Offer,75934.76,451,10532.47,-1.36,5.45,Low,True,2.86
P1003,ACB,East,Wholesaler,Seasonal Offer,162871.75,218,45012.26,36.64,10.27,Medium,True,2.47
P1002,VCB,West,Distributor,Cashback,137820.27,10,45011.48,11.71,14.6,Medium,False,1.34
P1003,Solar Solutions,West,Retailer,Volume Discount,495300.19,39,36284.7,45.93,16.69,Low,False,1.73
P1001,VCB,South,Retailer,Volume Discount,220625.84,402,19377.73,18.2,2.73,Medium,True,1.39
P1001,MCCB,South,Retailer,Volume Discount,451574.98,368,7504.58,25.46,16.75,Medium,True,1.23
P1001,Starter,South,Wholesaler,Loyalty Points,440474.93,347,1980.47,13.92,11.86,Low,True,1.48
P1002,SDF,South,Wholesaler,Seasonal Offer,457555.9,83,12159.12,-5.53,19.25,Low,True,4.35
P1003,VCU,West,Retailer,Loyalty Points,303514.15,404,21960.86,48.34,16.26,Medium,True,2.72
P1003,SDF,South,Distributor,Cashback,229141.01,443,12477.64,22.75,12.05,Medium,False,1.96
P1002,SDF,East,Wholesaler,Seasonal Offer,220535.01,319,46961.19,0.18,9.67,Low,True,3.12
P1003,E-House,East,Wholesaler,Cashback,440460.52,410,26750.48,39.1,0.88,High,False,4.94
P1003,ACB,West,Retailer,Cashback,128565.86,238,48949.8,47.75,4.24,High,True,3.4
P1002,Modular Switches,West,Wholesaler,Cashback,313735.99,113,10591.88,0.71,1.64,High,False,2.61
P1001,SDF,North,Distributor,Volume Discount,80459.68,327,8976.71,16.74,14.75,Medium,True,1.82
P1002,VCB,West,Distributor,Cashback,323700.48,172,47367.76,3.59,4.29,High,False,3.22
P1003,AIS,South,Wholesaler,Cashback,130955.11,20,4573.93,15.63,16.98,Low,False,4.52
P1002,Controller,East,Retailer,Seasonal Offer,79591.01,112,13540.15,7.03,13.75,Medium,True,1.44
P1001,MCCB,West,Wholesaler,Volume Discount,444974.4,419,23411.78,24.53,13.33,Low,True,1.4
P1002,VCB,South,Retailer,Seasonal Offer,382670.89,380,15685.77,32.86,1.66,High,False,4.82
P1001,PSS,East,Retailer,Seasonal Offer,33883.62,149,43412.3,6.16,10.57,Medium,False,4.0
P1001,VCU,East,Distributor,Loyalty Points,138777.91,383,40432.22,34.69,11.07,High,False,4.19
P1001,Modular Switches,West,Distributor,Cashback,18067.18,97,31974.99,0.07,15.97,Low,False,3.43
P1001,E-House,North,Wholesaler,Loyalty Points,329843.93,103,47346.3,22.99,11.32,Medium,False,3.03
P1003,ACB,North,Wholesaler,Loyalty Points,52001.11,441,29053.43,5.53,13.03,High,False,4.36
P1002,RMU,West,Distributor,Seasonal Offer,23446.61,10,13896.92,16.5,14.3,Medium,False,2.53
P1001,PSS,North,Wholesaler,Cashback,67557.94,197,535.87,38.85,7.72,High,True,1.35
P1003,VCB,South,Wholesaler,Loyalty Points,322037.96,21,34796.86,32.34,19.09,Low,True,2.85
P1003,ACB,South,Wholesaler,Cashback,454921.69,298,17200.18,31.88,18.64,Low,True,3.36
P1002,VCB,East,Retailer,Loyalty Points,123690.19,186,39150.3,-4.62,1.53,High,True,3.55
P1001,SDF,West,Distributor,Loyalty Points,334140.85,30,15224.48,2.26,1.24,Low,False,1.83
P1003,RMU,South,Wholesaler,Loyalty Points,170668.68,247,16310.85,30.4,9.41,High,False,1.02
P1002,Pump Starter and Controller,South,Retailer,Volume Discount,85057.82,481,47608.16,45.94,2.88,Low,False,3.65
P1003,Starter,North,Wholesaler,Loyalty Points,109813.58,302,13932.09,10.96,7.17,Medium,True,2.24
P1003,VCU,East,Distributor,Seasonal Offer,141385.91,406,15121.49,6.96,2.0,Low,True,3.16
P1001,Starter,South,Retailer,Loyalty Points,411848.72,403,18094.5,40.07,15.24,Medium,False,5.0
P1003,Controller,North,Wholesaler,Loyalty Points,475913.03,226,35390.11,3.73,14.73,High,False,2.39
P1001,ACB,East,Retailer,Volume Discount,248885.66,190,29499.3,6.62,0.31,Low,False,1.97
P1003,Pump Starter and Controller,East,Distributor,Loyalty Points,288326.36,451,45232.69,46.48,4.46,High,True,2.08
P1001,PSS,West,Distributor,Loyalty Points,321472.16,460,38333.5,33.92,11.27,Low,True,4.86
P1003,Controller,West,Distributor,Volume Discount,14121.74,394,47613.33,3.04,3.44,High,False,3.96
P1003,Solar Solutions,North,Distributor,Seasonal Offer,466819.01,198,15635.36,35.98,14.59,Medium,False,4.45
P1002,RMU,South,Distributor,Cashback,63619.61,349,21639.71,37.52,1.06,Low,True,2.54
P1002,BBT,East,Distributor,Seasonal Offer,123278.44,120,3908.97,36.49,17.53,Low,True,4.72
P1001,Modular Switches,West,Wholesaler,Loyalty Points,433218.4,184,45449.34,25.74,15.82,Low,False,3.96
P1003,Modular Switches,West,Retailer,Volume Discount,215921.46,469,44406.12,42.38,8.26,High,True,1.1
P1003,SDF,South,Wholesaler,Seasonal Offer,156082.71,271,20626.35,38.68,10.71,Medium,False,3.91
P1003,BBT,South,Wholesaler,Loyalty Points,110480.94,351,26597.0,40.43,7.46,Medium,False,3.85
P1003,BBT,West,Retailer,Seasonal Offer,272265.93,350,33817.6,28.26,16.65,Medium,True,3.75
P1002,PSS,North,Retailer,Volume Discount,484364.78,41,26900.29,-4.43,12.82,Medium,True,3.88
P1002,PSS,South,Distributor,Volume Discount,124192.26,412,24960.49,22.55,18.83,Medium,True,1.5
P1001,ACB,South,Distributor,Cashback,84789.84,75,24816.02,-8.89,1.78,Low,False,3.94
P1002,Controller,East,Distributor,Loyalty Points,454966.9,11,38579.31,42.33,2.66,High,True,1.03
P1002,SDF,North,Distributor,Loyalty Points,313832.03,67,23182.48,47.17,19.88,Medium,False,4.41
P1001,BBT,North,Distributor,Cashback,235869.47,184,30807.8,-1.29,16.09,Medium,True,2.84
P1002,Starter,South,Distributor,Cashback,448018.72,420,38564.52,20.12,19.17,High,True,1.92
P1003,E-House,North,Wholesaler,Loyalty Points,479297.94,488,27374.14,22.59,15.87,Low,True,1.65
P1001,PSS,East,Wholesaler,Cashback,386573.38,371,43255.1,-3.78,4.18,High,True,3.75
P1001,Controller,East,Distributor,Cashback,179879.25,262,34831.1,47.44,5.51,High,False,2.92
P1003,VCU,East,Distributor,Loyalty Points,25071.16,191,24979.52,19.16,9.73,Medium,False,1.6
P1001,SDF,North,Retailer,Loyalty Points,398476.93,428,6164.74,0.63,12.89,Low,False,3.44
P1003,E-House,West,Retailer,Cashback,13456.28,16,10968.79,38.55,0.66,Low,False,2.4
P1001,ACB,West,Distributor,Loyalty Points,198506.61,46,34091.83,23.11,19.07,Low,False,4.57
P1003,PSS,South,Wholesaler,Seasonal Offer,310595.99,363,10229.85,39.36,6.23,High,True,3.83
P1001,Pump Starter and Controller,West,Retailer,Volume Discount,379704.47,353,19725.97,-9.7,12.87,High,False,2.21
P1001,BBT,North,Retailer,Seasonal Offer,430341.92,278,6010.4,46.47,16.82,High,False,2.45
P1003,Solar Solutions,East,Retailer,Cashback,175120.75,332,36443.69,46.24,1.3,High,True,3.93
P1002,SDF,East,Wholesaler,Seasonal Offer,35759.67,445,10775.16,1.82,4.74,Low,False,1.74
P1002,E-House,North,Wholesaler,Seasonal Offer,458324.37,92,16005.12,28.39,14.41,High,False,3.87
P1003,Modular Switches,West,Retailer,Loyalty Points,357227.82,470,34856.94,37.8,1.32,High,True,2.01
P1002,E-House,South,Retailer,Volume Discount,491036.52,286,38837.05,-8.15,15.86,Low,True,2.72
P1003,PSS,North,Retailer,Loyalty Points,20056.43,474,11590.92,18.38,7.52,Medium,False,3.52
P1001,ACB,East,Retailer,Volume Discount,470327.2,221,42165.92,48.34,13.01,Low,True,2.1
P1001,Pump Starter and Controller,West,Distributor,Cashback,38382.58,75,14477.76,5.32,2.92,Low,False,1.97
P1002,E-House,East,Distributor,Loyalty Points,253568.11,112,46145.82,4.22,1.3,High,True,4.03
P1003,E-House,East,Retailer,Volume Discount,223457.96,499,49425.43,11.65,2.59,Medium,True,3.87
P1001,VCB,West,Retailer,Seasonal Offer,173471.61,62,5430.22,37.38,9.93,High,True,2.06
P1003,MCCB,West,Distributor,Volume Discount,16515.63,69,15903.16,23.8,9.93,Low,True,2.65
P1002,VCB,West,Retailer,Seasonal Offer,45115.94,460,7882.71,3.57,14.94,Medium,False,2.18
P1002,Pump Starter and Controller,West,Distributor,Cashback,485857.76,141,29088.65,43.81,4.86,Medium,False,2.65
P1003,ACB,South,Wholesaler,Seasonal Offer,102749.64,459,7649.63,17.52,18.46,High,True,2.66
P1001,Starter,West,Wholesaler,Volume Discount,344939.35,439,9664.57,28.29,1.14,High,True,1.98
P1001,BBT,North,Distributor,Seasonal Offer,266738.41,419,29649.29,-0.71,18.47,Medium,True,1.81
P1002,RMU,North,Distributor,Loyalty Points,72278.08,448,27998.38,1.17,1.96,Low,False,1.08
P1002,PSS,South,Distributor,Volume Discount,239754.82,22,48020.82,-0.34,15.0,Low,True,3.81
P1001,ACB,North,Wholesaler,Seasonal Offer,102373.46,455,39949.43,-8.58,5.3,Medium,False,2.15
P1002,PSS,North,Wholesaler,Cashback,148126.84,32,13935.51,41.61,8.44,Medium,True,4.14
P1002,PSS,South,Wholesaler,Cashback,296258.59,159,2756.8,26.2,18.24,High,True,4.55
P1002,VCU,East,Wholesaler,Cashback,481627.44,344,43688.16,-4.19,13.37,Medium,True,4.62
P1003,E-House,North,Distributor,Cashback,413503.58,200,24997.97,29.08,18.12,Medium,True,4.72
P1001,MCCB,North,Distributor,Volume Discount,376116.31,393,31486.03,12.53,13.09,Low,True,1.52
P1001,AIS,East,Distributor,Loyalty Points,128353.47,186,34890.23,49.74,9.8,Low,False,1.31
P1003,Solar Solutions,East,Distributor,Seasonal Offer,130941.01,128,37069.81,48.87,13.75,Medium,False,2.46
P1002,MCCB,West,Retailer,Cashback,82395.56,249,45470.69,5.99,19.71,Medium,True,4.16
P1002,PSS,South,Retailer,Seasonal Offer,268557.5,65,39444.23,4.12,6.82,High,False,2.85
P1003,Starter,East,Wholesaler,Volume Discount,395550.94,320,26232.16,35.29,5.8,Medium,True,3.8
P1001,VCU,East,Retailer,Cashback,292664.36,132,10499.4,8.94,19.9,Medium,False,3.71
P1003,BBT,West,Retailer,Loyalty Points,340197.99,246,1180.7,39.44,14.73,Medium,False,1.31
P1001,E-House,East,Distributor,Seasonal Offer,47206.64,340,30607.46,15.22,13.56,Low,True,4.21
P1002,SDF,East,Distributor,Loyalty Points,67307.35,353,9409.46,6.69,4.88,Medium,True,3.74
P1001,SDF,East,Wholesaler,Seasonal Offer,74727.38,273,26035.15,4.8,16.62,High,False,1.88
P1001,ACB,South,Distributor,Volume Discount,163209.45,361,20630.72,8.63,7.55,Low,True,2.71
P1001,SDF,West,Retailer,Cashback,454403.52,253,45099.16,14.93,18.26,Low,False,3.34
P1001,Starter,East,Wholesaler,Seasonal Offer,330008.86,88,2000.73,34.13,15.16,Medium,False,1.53
P1003,Pump Starter and Controller,West,Wholesaler,Volume Discount,236977.9,160,44621.84,49.12,5.66,Medium,False,3.4
P1001,SDF,West,Retailer,Volume Discount,50584.89,481,37781.21,46.41,16.86,High,False,3.9
P1002,ACB,North,Wholesaler,Volume Discount,448990.14,179,5162.57,-8.67,15.77,Low,False,2.09
P1001,Starter,North,Retailer,Cashback,466762.45,230,36066.68,33.84,10.11,Low,False,4.28
P1002,ACB,East,Distributor,Seasonal Offer,446662.62,372,41004.59,45.48,9.38,High,True,4.11
P1001,Modular Switches,West,Wholesaler,Seasonal Offer,421529.02,61,6469.51,29.3,12.53,High,True,1.32
P1002,ACB,East,Retailer,Volume Discount,423643.63,155,30825.58,22.88,19.79,Medium,False,2.88
P1003,BBT,South,Wholesaler,Volume Discount,188413.67,44,45975.32,29.4,15.01,Low,False,1.54
P1002,AIS,South,Distributor,Seasonal Offer,121140.19,469,42285.94,25.62,12.83,High,True,2.93
P1002,AIS,East,Retailer,Loyalty Points,496586.67,220,44885.38,20.14,14.06,High,False,3.0
P1003,E-House,East,Wholesaler,Seasonal Offer,457726.25,160,11958.73,0.27,17.8,High,True,3.93
P1003,RMU,North,Retailer,Loyalty Points,299745.5,187,9354.3,22.02,0.75,Medium,False,4.24
P1003,SDF,South,Retailer,Cashback,144477.89,315,18106.15,0.76,1.0,Medium,True,1.69
P1002,Modular Switches,East,Retailer,Seasonal Offer,411195.08,38,13065.65,2.96,12.15,High,False,2.1
P1003,Modular Switches,East,Distributor,Loyalty Points,151935.68,15,39448.75,46.0,14.45,High,False,3.95
P1002,RMU,West,Retailer,Loyalty Points,346531.99,347,11593.93,27.36,0.73,Low,True,2.19
P1001,RMU,South,Retailer,Loyalty Points,291639.79,408,14690.77,16.68,5.85,Medium,False,4.41
P1001,VCU,South,Wholesaler,Cashback,362899.76,457,44409.81,6.89,0.56,High,True,2.63
P1002,VCU,West,Wholesaler,Volume Discount,148816.43,426,9039.91,41.68,4.61,High,False,4.71
P1002,RMU,North,Wholesaler,Seasonal Offer,393943.56,356,9095.76,44.04,15.72,Low,False,2.66
P1001,RMU,North,Distributor,Cashback,82852.35,202,38201.82,22.06,16.21,Low,True,4.03
P1003,Starter,West,Retailer,Seasonal Offer,66408.24,365,46586.11,30.14,2.12,Medium,False,1.6
P1001,Controller,East,Wholesaler,Seasonal Offer,352086.21,360,4776.68,-3.12,10.07,Low,False,2.96
P1003,BBT,West,Retailer,Volume Discount,355655.57,225,9297.26,17.22,12.99,Low,True,2.55
P1002,RMU,South,Distributor,Volume Discount,237721.54,241,24649.06,9.83,14.25,Low,False,4.94
P1001,Pump Starter and Controller,West,Distributor,Seasonal Offer,226252.5,442,37199.94,-2.13,7.66,Medium,True,3.48
P1003,MCCB,South,Retailer,Loyalty Points,337108.14,464,45787.14,-7.09,13.34,High,False,1.78
P1001,SDF,North,Distributor,Volume Discount,424228.9,70,14374.04,9.73,7.34,Low,True,4.55
P1003,ACB,East,Wholesaler,Volume Discount,84970.21,162,36256.28,18.09,3.49,High,True,4.44
P1002,Modular Switches,West,Retailer,Loyalty Points,33983.7,498,42304.81,45.3,16.49,High,True,1.4
P1001,Pump Starter and Controller,East,Distributor,Volume Discount,130347.55,466,46763.61,37.23,17.48,High,True,1.01
P1001,VCB,West,Wholesaler,Seasonal Offer,57768.99,413,25263.07,48.42,6.75,Medium,False,3.41
P1002,AIS,South,Retailer,Loyalty Points,222170.47,417,15045.03,-7.71,5.09,Medium,False,1.53
P1003,Starter,West,Wholesaler,Seasonal Offer,23479.4,87,16240.94,-7.45,9.11,Low,True,4.17
P1003,Pump Starter and Controller,North,Retailer,Loyalty Points,380744.61,407,20756.81,-6.18,3.9,High,True,4.51
P1003,Modular Switches,South,Retailer,Volume Discount,79714.18,425,23161.87,6.97,10.47,Low,False,3.59
P1002,PSS,East,Wholesaler,Loyalty Points,138536.03,496,42802.84,49.22,5.32,Low,True,2.81
P1002,Modular Switches,East,Distributor,Loyalty Points,125130.63,37,15028.12,21.47,9.72,Medium,False,2.92
P1003,PSS,East,Wholesaler,Volume Discount,450511.31,277,20609.29,13.88,0.38,Medium,False,4.1
P1002,AIS,South,Wholesaler,Volume Discount,496306.15,379,45876.04,40.15,0.52,High,False,1.62
P1001,Controller,South,Distributor,Seasonal Offer,29734.45,99,13055.74,12.44,12.9,Low,True,1.95
P1003,PSS,East,Wholesaler,Volume Discount,132833.61,473,17176.71,7.89,17.87,Medium,True,2.86
P1002,ACB,North,Wholesaler,Loyalty Points,132725.42,172,33173.43,44.54,13.43,High,False,4.62
P1001,VCB,South,Wholesaler,Volume Discount,27389.12,21,19310.31,21.99,4.34,Medium,False,3.65
P1002,E-House,East,Distributor,Loyalty Points,460579.6,337,35143.7,-6.18,18.32,Medium,False,1.17
P1003,ACB,West,Wholesaler,Seasonal Offer,176485.98,247,45163.53,36.48,12.44,Medium,True,1.05
P1002,VCU,East,Distributor,Cashback,276154.56,397,37540.55,-1.94,5.76,Medium,False,3.96
P1002,MCCB,East,Wholesaler,Cashback,259208.12,259,10417.28,48.71,2.99,Medium,False,1.91
P1003,VCB,South,Wholesaler,Volume Discount,152631.31,399,44094.44,21.36,19.24,Medium,True,2.12
P1001,BBT,North,Distributor,Cashback,299213.37,11,20926.2,25.64,9.37,High,True,2.58
P1003,MCCB,East,Retailer,Loyalty Points,205287.73,268,25630.85,2.23,10.87,Low,False,3.63
P1003,VCU,North,Retailer,Seasonal Offer,135753.22,479,32587.09,48.65,2.35,Low,True,1.67
P1002,Solar Solutions,South,Wholesaler,Seasonal Offer,427720.92,42,21594.61,38.41,15.43,Medium,True,4.13
P1002,SDF,South,Wholesaler,Volume Discount,43712.46,376,21229.64,29.08,2.9,Low,False,4.66
P1003,MCCB,North,Wholesaler,Volume Discount,64742.47,39,3233.32,29.5,13.1,High,False,1.25
P1001,MCCB,North,Wholesaler,Volume Discount,490721.9,280,22281.99,43.37,12.53,Low,False,4.14
P1002,Starter,North,Distributor,Loyalty Points,346536.63,226,49066.72,9.43,19.25,High,False,4.16
P1001,ACB,North,Distributor,Seasonal Offer,197692.32,482,33459.55,-6.49,4.28,Medium,False,2.06
P1001,E-House,West,Distributor,Volume Discount,442037.25,194,44250.65,-7.39,16.2,High,False,4.38
P1002,Solar Solutions,East,Wholesaler,Volume Discount,323562.29,372,43500.16,18.07,7.66,Medium,True,3.92
P1003,SDF,West,Retailer,Volume Discount,289953.02,365,21593.18,29.25,0.02,Medium,False,4.38
P1002,MCCB,East,Wholesaler,Loyalty Points,93480.98,274,31987.08,47.3,18.94,Low,True,1.79
P1001,VCB,West,Distributor,Volume Discount,276795.61,171,37072.62,28.55,5.7,Low,False,3.8
P1003,Modular Switches,West,Wholesaler,Seasonal Offer,287897.93,178,748.4,26.67,0.61,Low,False,2.13
P1002,ACB,South,Retailer,Seasonal Offer,437857.76,170,33736.02,-8.47,10.94,Medium,True,4.39
P1003,VCU,East,Wholesaler,Volume Discount,43087.24,192,46737.65,-3.26,13.95,High,True,1.56
P1002,PSS,East,Wholesaler,Loyalty Points,82275.28,259,22145.96,1.25,15.22,High,True,1.6
P1001,VCU,North,Wholesaler,Volume Discount,259947.63,69,47788.88,0.66,10.66,High,False,4.1
P1002,VCU,East,Wholesaler,Loyalty Points,112297.77,115,13609.92,-6.09,10.22,High,True,2.4
P1003,Controller,West,Retailer,Cashback,374097.89,296,38128.3,-4.46,14.23,Low,False,2.2
P1003,AIS,East,Retailer,Seasonal Offer,103568.64,286,33969.92,1.39,7.5,Medium,False,3.89
P1001,RMU,West,Distributor,Volume Discount,473910.45,148,20616.22,11.36,13.17,Medium,True,1.71
P1001,MCCB,East,Retailer,Cashback,312209.77,138,38390.76,46.67,17.9,Medium,True,2.36
P1002,Solar Solutions,South,Retailer,Loyalty Points,203222.12,279,27074.76,20.78,0.06,Low,False,1.37
P1003,PSS,West,Distributor,Loyalty Points,142017.35,211,31213.06,22.41,5.57,High,False,4.03
P1002,AIS,South,Retailer,Cashback,303256.08,453,13954.1,-3.24,4.52,Low,False,1.64
P1001,AIS,West,Distributor,Seasonal Offer,63476.13,496,1554.5,4.36,7.98,Low,True,4.79
P1003,Modular Switches,South,Retailer,Cashback,182487.21,232,21702.72,6.59,7.56,Medium,False,3.37
P1002,AIS,North,Distributor,Seasonal Offer,427953.18,228,7128.03,-4.95,14.97,Medium,False,2.96
P1001,AIS,South,Distributor,Seasonal Offer,339450.31,435,29487.31,33.0,10.49,High,True,4.64
P1002,VCU,North,Retailer,Seasonal Offer,56591.92,438,47413.0,-3.51,11.67,High,False,2.58
P1002,PSS,West,Retailer,Loyalty Points,435441.95,207,45081.91,28.49,3.3,Medium,True,2.1
P1001,BBT,South,Retailer,Cashback,173499.24,417,27361.98,40.14,9.97,Low,False,2.33
P1002,Controller,East,Wholesaler,Loyalty Points,350862.61,51,16415.54,19.42,5.89,Low,False,1.89
P1003,Starter,North,Retailer,Seasonal Offer,477865.35,24,17835.89,5.01,17.71,High,True,4.89
P1003,VCU,West,Retailer,Cashback,180347.28,152,16425.57,24.32,11.38,Medium,True,3.18
P1002,VCB,North,Distributor,Seasonal Offer,357849.11,53,1324.27,22.08,7.51,Low,True,1.7
P1001,Solar Solutions,North,Distributor,Seasonal Offer,311750.29,219,45477.02,-5.03,12.9,Medium,False,2.24
P1001,Modular Switches,South,Distributor,Cashback,321000.64,44,4061.25,41.15,7.65,High,False,4.21
P1003,Starter,North,Retailer,Seasonal Offer,272072.63,96,48598.12,41.42,7.27,High,False,4.08
P1002,BBT,South,Distributor,Loyalty Points,433601.12,227,41166.14,48.54,9.47,Low,True,1.8
P1003,BBT,North,Retailer,Seasonal Offer,382829.18,84,24306.13,16.17,4.1,High,True,2.85
P1002,ACB,South,Retailer,Cashback,75344.93,411,2118.61,28.57,19.6,Medium,False,1.09
P1001,Pump Starter and Controller,North,Wholesaler,Cashback,319835.19,224,17096.21,36.98,7.75,Medium,True,2.42
P1001,SDF,North,Retailer,Cashback,240938.63,432,49460.76,46.69,6.17,Low,False,1.23
P1001,MCCB,North,Wholesaler,Cashback,227169.14,204,29233.52,36.12,2.37,Medium,True,4.49
P1003,VCU,North,Retailer,Cashback,466924.55,381,18493.13,-6.57,10.51,Medium,True,2.68
P1002,PSS,East,Distributor,Loyalty Points,122675.76,466,27086.12,27.64,8.79,Low,True,4.17
P1003,Starter,East,Wholesaler,Loyalty Points,258292.17,122,36028.75,12.94,12.76,Medium,True,4.06
P1002,Modular Switches,South,Wholesaler,Loyalty Points,321431.47,260,20040.32,38.28,3.78,High,False,3.42
P1001,BBT,West,Distributor,Cashback,59965.68,82,26653.43,45.36,0.57,Medium,True,4.94
P1001,Pump Starter and Controller,East,Retailer,Loyalty Points,455090.36,151,15452.76,15.81,5.56,Low,False,3.98
P1002,E-House,North,Retailer,Loyalty Points,270857.0,123,31970.81,2.78,18.19,Low,True,4.66
P1002,Starter,North,Distributor,Cashback,367415.45,96,10363.89,10.32,9.95,Medium,False,1.65
P1003,BBT,West,Distributor,Seasonal Offer,282490.29,473,38795.22,12.41,6.42,High,True,1.47
P1001,SDF,North,Distributor,Seasonal Offer,307020.86,70,37247.05,27.13,16.04,High,True,1.1
P1002,BBT,West,Distributor,Seasonal Offer,318483.05,51,6768.6,48.15,16.22,Low,False,3.99
P1002,Pump Starter and Controller,North,Distributor,Volume Discount,308047.61,229,13981.01,-6.96,15.46,Low,False,3.89
P1003,PSS,South,Retailer,Cashback,453319.33,30,26539.59,48.7,12.97,Medium,False,2.79
P1003,VCB,North,Retailer,Seasonal Offer,373672.22,331,10564.55,3.57,12.62,High,False,4.53
P1003,RMU,South,Wholesaler,Cashback,189342.0,171,29054.98,7.86,17.76,High,True,2.81
P1001,ACB,West,Distributor,Cashback,17886.2,179,19003.18,44.31,1.05,Medium,False,4.75
P1003,Pump Starter and Controller,South,Wholesaler,Cashback,229831.37,99,17686.45,42.35,19.27,High,True,4.64
P1003,Modular Switches,South,Retailer,Seasonal Offer,265253.26,134,32248.82,22.14,1.78,Low,True,2.29
P1002,SDF,East,Distributor,Seasonal Offer,348735.47,82,22095.26,24.74,2.39,High,True,4.57
P1001,VCU,North,Wholesaler,Cashback,317005.22,483,15183.95,18.14,18.76,High,False,2.86
P1001,Starter,East,Wholesaler,Volume Discount,77488.3,127,31661.92,42.17,13.65,Low,False,2.04
P1003,PSS,South,Distributor,Cashback,435722.1,438,12702.62,-3.15,8.53,High,False,1.66
P1001,AIS,North,Distributor,Seasonal Offer,87795.34,135,21015.22,6.75,17.16,Medium,True,3.33
P1002,VCU,West,Wholesaler,Seasonal Offer,107576.37,42,33047.19,19.81,19.51,High,True,1.51
P1003,VCU,East,Distributor,Seasonal Offer,446709.03,97,37426.67,22.52,9.47,High,False,3.6
P1002,BBT,West,Wholesaler,Seasonal Offer,208232.67,471,43024.37,-2.05,0.28,High,True,4.66
P1003,Pump Starter and Controller,North,Retailer,Seasonal Offer,104599.72,243,23699.5,-7.71,15.81,Low,True,3.89
P1002,BBT,East,Wholesaler,Volume Discount,103030.76,248,15175.89,1.7,1.85,Low,True,2.72
P1002,VCU,West,Retailer,Cashback,174833.62,132,573.64,13.1,15.26,Medium,False,2.85
P1001,BBT,South,Distributor,Volume Discount,30345.54,447,33228.62,21.66,17.41,Medium,True,3.97
P1002,RMU,North,Wholesaler,Loyalty Points,345117.99,168,4950.84,46.24,17.17,High,True,1.64
P1001,Controller,South,Wholesaler,Cashback,15535.69,361,24583.3,30.8,17.32,High,True,3.04
P1002,E-House,East,Wholesaler,Loyalty Points,53528.52,398,11598.11,35.16,14.48,Low,False,3.24
P1002,MCCB,North,Retailer,Volume Discount,212014.86,446,20187.8,28.47,6.91,High,False,1.1
P1002,VCU,East,Retailer,Volume Discount,73387.25,248,6317.81,45.78,10.35,High,True,4.79
P1002,ACB,East,Distributor,Cashback,204077.81,479,20722.0,-3.62,10.93,Low,False,3.32
P1002,MCCB,South,Retailer,Cashback,275749.74,452,49401.58,-0.27,11.2,Medium,True,2.98
P1003,RMU,North,Wholesaler,Volume Discount,400662.14,300,15694.25,25.3,3.95,Medium,False,1.18
P1002,RMU,West,Distributor,Loyalty Points,159070.73,395,39134.78,-2.67,16.32,Low,False,4.22
P1003,RMU,North,Distributor,Cashback,49028.4,71,42802.52,-6.15,10.06,Medium,True,3.2
P1001,MCCB,South,Distributor,Loyalty Points,497777.19,267,39149.82,14.41,5.83,Medium,True,4.15
P1001,VCB,West,Retailer,Loyalty Points,47873.84,144,24716.12,4.55,3.84,High,False,1.59
P1003,Solar Solutions,North,Wholesaler,Seasonal Offer,354282.66,198,40116.66,-6.56,14.88,Medium,False,3.85
P1003,SDF,East,Distributor,Volume Discount,326214.73,253,4355.93,34.9,4.52,High,True,3.13
P1003,ACB,East,Retailer,Loyalty Points,441074.64,153,26804.94,35.64,11.07,High,False,1.28
P1001,SDF,South,Distributor,Seasonal Offer,218895.12,29,3089.41,-7.29,1.44,Low,True,4.16
P1001,PSS,East,Distributor,Seasonal Offer,23140.33,80,11928.07,44.97,6.97,Low,False,4.75
P1002,SDF,East,Retailer,Seasonal Offer,192698.19,218,23096.78,26.16,13.7,High,False,2.84
P1001,Solar Solutions,East,Retailer,Loyalty Points,60770.0,60,13101.64,34.0,8.37,High,False,4.49
P1001,MCCB,North,Retailer,Volume Discount,449251.03,344,615.84,49.02,18.57,High,False,4.4
P1003,ACB,North,Wholesaler,Cashback,210904.97,57,35532.8,45.76,18.01,Low,False,2.82
P1001,RMU,North,Wholesaler,Cashback,358203.11,121,38835.67,49.64,16.21,Medium,True,3.5
P1001,AIS,North,Wholesaler,Volume Discount,292211.92,49,35697.46,11.61,6.53,High,True,3.34
P1002,Modular Switches,West,Retailer,Cashback,83916.31,236,31485.99,29.72,8.41,Low,False,3.15
