Partner_id,Product_id,Geography,Stockist_Type,Scheme_Type,Sales_Value_Last_Period,Sales_Quantity_Last_Period,MRP,Growth_Percentage,Discount_Applied,Bulk_Purchase_Tendency,New_Stockist,Feedback_Score
P1001,BBT,West,Retailer,Loyalty Points,212045.12,345,1424.68,36.75,3.83,Low,True,4.21
P1002,BBT,South,Wholesaler,Loyalty Points,328745.09,155,20835.97,-7.56,4.29,Low,False,1.74
P1003,BBT,South,Retailer,Loyalty Points,175948.87,214,7547.16,-0.45,16.94,Low,False,4.99
P1002,BBT,East,Distributor,Loyalty Points,417977.83,63,1056.33,-4.34,15.19,High,False,3.62
P1001,BBT,South,Distributor,Loyalty Points,21002.78,196,43504.39,40.67,15.82,Low,True,4.98
P1001,BBT,South,Distributor,Loyalty Points,295813.07,327,26918.96,34.7,17.02,Low,True,2.4
P1001,BBT,South,Distributor,Loyalty Points,200281.61,417,15848.77,45.55,6.27,Low,True,1.5
P1002,BBT,South,Retailer,Loyalty Points,247654.27,352,19795.38,46.91,18.16,Medium,False,3.05
P1003,BBT,West,Distributor,Loyalty Points,116383.7,370,29805.2,38.26,3.48,Low,True,2.05
P1002,BBT,West,Retailer,Loyalty Points,468935.11,181,23392.76,1.97,10.7,Medium,True,3.61
P1001,BBT,South,Wholesaler,Loyalty Points,477983.61,242,43201.47,31.91,9.06,Low,False,3.33
P1001,BBT,West,Retailer,Loyalty Points,120204.68,216,40262.23,15.37,13.79,Medium,False,3.08
P1002,BBT,North,Retailer,Loyalty Points,107944.4,384,14888.19,18.82,4.63,High,True,3.24
P1001,BBT,North,Retailer,Loyalty Points,418072.91,473,24067.07,-3.49,4.15,High,True,3.21
P1001,BBT,North,Wholesaler,Loyalty Points,61354.89,478,40298.74,12.01,12.21,Low,True,1.98
P1001,BBT,East,Retailer,Loyalty Points,404676.08,489,3025.19,33.69,9.13,Low,False,2.21
P1003,BBT,North,Wholesaler,Loyalty Points,304451.42,436,28101.09,9.96,18.86,High,False,2.32
P1003,BBT,East,Distributor,Loyalty Points,438866.76,369,46004.78,26.32,6.88,High,True,1.87
P1002,BBT,East,Retailer,Loyalty Points,278223.66,100,26411.39,0.95,18.93,Medium,False,3.91
P1003,BBT,West,Retailer,Loyalty Points,192648.58,53,19812.83,27.77,9.41,Medium,False,3.76
P1001,BBT,North,Wholesaler,Loyalty Points,317574.8,421,18471.01,27.35,2.68,Low,True,4.37
P1001,BBT,East,Distributor,Loyalty Points,235785.81,20,23500.45,25.12,9.64,High,False,1.8
P1001,BBT,West,Wholesaler,Loyalty Points,161817.95,474,32395.15,10.62,12.77,Medium,False,4.25
P1001,BBT,East,Wholesaler,Loyalty Points,301719.03,387,5699.94,33.33,14.7,High,True,2.83
P1002,BBT,South,Distributor,Loyalty Points,46000.33,375,35563.48,24.17,17.91,Medium,False,2.9
P1002,BBT,East,Wholesaler,Loyalty Points,251892.28,329,26722.24,38.55,19.98,High,False,3.47
P1002,BBT,East,Retailer,Loyalty Points,169029.72,229,17823.38,46.44,18.44,Medium,True,3.37
P1002,BBT,South,Wholesaler,Loyalty Points,454429.22,388,10097.66,32.31,9.76,High,False,2.57
P1001,BBT,North,Retailer,Loyalty Points,62824.49,363,46240.87,45.01,18.6,Medium,True,4.71
P1001,BBT,South,Retailer,Loyalty Points,281217.06,353,26660.76,44.25,2.0,Medium,False,1.19
P1003,BBT,South,Retailer,Loyalty Points,375701.5,484,36543.58,-7.92,13.09,Low,False,4.68
P1003,BBT,West,Retailer,Loyalty Points,264168.99,292,42613.52,42.23,8.03,Low,False,2.74
P1003,BBT,South,Wholesaler,Loyalty Points,11439.3,79,18496.9,14.76,11.14,High,False,1.59
P1002,BBT,East,Distributor,Loyalty Points,275127.09,126,22459.52,45.37,13.79,Low,False,3.94
P1002,BBT,North,Retailer,Loyalty Points,398311.81,24,37932.59,13.19,14.58,Medium,True,3.4
P1001,BBT,South,Retailer,Loyalty Points,492656.72,165,29141.42,3.61,5.17,High,True,4.98
P1001,BBT,South,Wholesaler,Loyalty Points,192397.19,318,46732.95,40.59,5.44,High,False,1.64
P1003,BBT,West,Wholesaler,Loyalty Points,133533.35,84,12825.36,-1.11,17.39,Medium,False,2.4
P1001,BBT,South,Retailer,Loyalty Points,10594.71,54,1797.49,18.79,7.29,High,True,1.76
P1002,BBT,West,Distributor,Loyalty Points,300591.71,231,29362.97,16.12,13.45,Medium,False,4.06
P1002,BBT,West,Retailer,Loyalty Points,366701.55,126,32841.65,34.26,11.18,Low,True,1.57
P1002,BBT,South,Distributor,Loyalty Points,202019.52,49,33508.02,41.21,17.63,High,True,3.04
P1001,BBT,East,Distributor,Loyalty Points,73615.78,293,13755.42,48.94,0.29,Medium,False,1.34
P1003,BBT,North,Distributor,Loyalty Points,181442.34,334,875.46,49.82,18.77,High,False,4.37
P1003,BBT,West,Distributor,Loyalty Points,273845.1,195,2112.06,5.09,10.48,Medium,False,2.39
P1001,BBT,East,Wholesaler,Loyalty Points,372004.77,20,25151.72,27.01,15.3,High,True,3.63
P1003,BBT,North,Retailer,Loyalty Points,484974.77,413,3412.85,25.13,7.43,High,True,2.56
P1001,BBT,West,Retailer,Loyalty Points,334141.28,197,10823.51,3.28,13.06,Low,False,1.24
P1003,BBT,North,Wholesaler,Loyalty Points,411052.1,278,44175.02,-1.82,17.67,Low,True,2.74
P1003,BBT,North,Wholesaler,Loyalty Points,105084.36,479,3988.45,43.52,8.88,Low,True,2.35
P1003,BBT,East,Wholesaler,Loyalty Points,111386.05,497,22485.06,13.35,6.4,High,True,4.06
P1002,BBT,East,Wholesaler,Loyalty Points,285250.83,176,15737.48,41.62,6.45,High,True,3.2
P1003,BBT,East,Distributor,Loyalty Points,477732.02,272,3585.07,30.53,5.3,High,False,1.73
P1003,BBT,East,Retailer,Loyalty Points,265010.15,285,42568.27,-8.15,5.05,Medium,True,1.3
P1002,BBT,East,Distributor,Loyalty Points,158633.83,180,20502.48,-1.28,14.71,High,True,4.45
P1002,BBT,South,Distributor,Loyalty Points,231022.39,345,1445.34,15.08,16.91,Medium,True,2.79
P1001,BBT,East,Wholesaler,Loyalty Points,415234.53,353,42324.09,23.81,19.63,Medium,True,1.18
P1001,BBT,East,Wholesaler,Loyalty Points,184854.04,327,38058.23,10.66,10.16,High,False,2.04
P1003,BBT,South,Distributor,Loyalty Points,479547.2,379,25987.98,15.28,12.74,Low,False,2.33
P1003,BBT,North,Retailer,Loyalty Points,84104.65,446,22770.93,9.59,15.53,Medium,False,2.57
P1001,BBT,South,Retailer,Loyalty Points,106209.03,149,15121.68,3.84,0.26,Medium,True,3.83
P1002,BBT,South,Wholesaler,Loyalty Points,14861.71,32,21206.07,4.76,3.68,High,False,2.24
P1002,BBT,North,Distributor,Loyalty Points,196454.52,374,43596.28,23.48,19.05,Low,False,1.95
P1002,BBT,North,Wholesaler,Loyalty Points,222007.24,61,1615.69,-8.56,4.55,Medium,True,3.05
P1003,BBT,East,Retailer,Loyalty Points,197312.21,225,19704.15,-1.08,10.6,Low,True,4.05
P1002,BBT,North,Distributor,Loyalty Points,80561.06,192,16063.93,36.15,13.8,Medium,False,4.38
P1001,BBT,East,Wholesaler,Loyalty Points,149564.98,281,2234.0,30.72,4.34,Low,True,4.66
P1002,BBT,East,Wholesaler,Loyalty Points,366742.79,46,18947.74,2.43,19.2,Medium,False,4.53
P1001,BBT,South,Retailer,Loyalty Points,296947.67,223,9603.99,21.48,18.64,High,False,1.31
P1001,BBT,North,Wholesaler,Loyalty Points,40239.22,486,33492.45,9.08,12.03,Medium,False,1.05
P1001,BBT,North,Wholesaler,Loyalty Points,313873.2,476,26304.8,30.26,6.45,Low,True,4.53
P1002,BBT,East,Wholesaler,Loyalty Points,50680.97,69,820.57,6.72,11.31,Low,False,4.29
P1001,BBT,East,Wholesaler,Loyalty Points,340917.96,263,42390.52,28.86,9.0,Medium,False,2.4
P1001,BBT,West,Wholesaler,Loyalty Points,73760.63,34,28669.55,20.61,14.92,Medium,False,4.55
P1002,BBT,South,Wholesaler,Loyalty Points,174112.15,116,28468.53,17.25,1.89,Low,False,4.91
P1003,BBT,North,Wholesaler,Loyalty Points,279267.83,443,8924.12,-7.27,18.58,High,False,2.43
P1001,BBT,West,Wholesaler,Loyalty Points,452322.44,33,33122.45,33.01,11.56,Low,False,3.54
P1001,BBT,West,Wholesaler,Loyalty Points,402287.99,79,3345.91,16.54,18.36,Low,False,3.04
P1002,BBT,North,Wholesaler,Volume Discount,260006.07,58,27764.46,25.51,15.09,High,True,3.99
P1002,BBT,West,Wholesaler,Volume Discount,294822.97,439,38502.54,-8.97,11.14,Medium,False,3.16
P1003,BBT,West,Distributor,Volume Discount,388708.61,71,11908.45,32.97,7.92,Medium,False,1.44
P1001,BBT,North,Distributor,Volume Discount,498561.74,173,41413.56,9.93,10.57,Low,False,2.32
P1003,BBT,West,Distributor,Volume Discount,397875.41,379,28401.93,41.22,16.9,Low,True,2.58
P1003,BBT,North,Retailer,Volume Discount,343534.48,140,31588.06,16.5,7.93,Medium,False,2.87
P1001,BBT,North,Wholesaler,Volume Discount,199073.36,480,38783.69,34.06,4.96,Medium,False,4.35
P1001,BBT,North,Distributor,Volume Discount,182241.21,20,20703.91,26.63,6.77,Low,False,2.57
P1003,BBT,South,Wholesaler,Volume Discount,463468.99,17,26645.82,27.56,14.22,Medium,False,4.26
P1001,BBT,North,Wholesaler,Volume Discount,45847.41,251,43110.94,15.1,11.59,Low,False,4.59
P1002,BBT,North,Wholesaler,Volume Discount,105710.3,236,36697.09,5.78,19.18,Low,True,3.3
P1001,BBT,West,Retailer,Volume Discount,321807.46,151,41491.21,37.69,1.61,High,False,4.03
P1001,BBT,South,Retailer,Volume Discount,217051.36,40,19944.69,-5.53,10.44,High,False,4.59
P1002,BBT,North,Distributor,Volume Discount,332615.89,296,42772.74,1.03,2.67,Medium,True,3.4
P1001,BBT,East,Distributor,Volume Discount,182059.48,264,35534.78,23.95,15.39,High,False,4.79
P1002,BBT,West,Distributor,Volume Discount,392268.13,488,37915.88,9.87,15.11,Medium,True,2.83
P1003,BBT,South,Distributor,Volume Discount,335219.29,235,2833.78,42.51,12.86,Low,True,2.21
P1002,BBT,North,Distributor,Volume Discount,119719.15,469,9645.79,38.66,11.83,Medium,True,2.01
P1001,BBT,South,Retailer,Volume Discount,363670.54,458,46688.87,20.09,10.79,Low,True,3.37
P1002,BBT,South,Distributor,Volume Discount,277903.85,204,35477.52,-1.44,7.22,Low,True,1.17
P1002,BBT,North,Distributor,Volume Discount,177475.69,46,16411.02,45.63,6.46,Medium,True,2.32
P1002,BBT,East,Wholesaler,Volume Discount,168948.72,235,42389.06,32.81,2.52,Medium,False,4.24
P1002,BBT,North,Distributor,Volume Discount,459636.49,186,3544.39,13.25,9.26,Medium,False,4.48
P1003,BBT,South,Wholesaler,Volume Discount,291357.67,59,42292.43,28.38,18.8,Medium,False,1.58
P1001,BBT,North,Distributor,Volume Discount,191293.24,401,21714.69,30.4,2.58,Medium,True,2.7
P1003,BBT,West,Wholesaler,Volume Discount,234007.63,477,33392.75,7.53,11.63,High,True,3.61
P1001,BBT,North,Distributor,Volume Discount,422306.02,135,23847.25,29.72,10.7,High,True,1.48
P1001,BBT,South,Wholesaler,Volume Discount,71149.45,358,40225.38,4.75,7.91,Medium,True,2.68
P1002,BBT,East,Retailer,Volume Discount,257622.98,380,30695.74,-4.13,19.23,Medium,True,3.61
P1001,BBT,South,Distributor,Volume Discount,43661.88,356,45673.75,33.77,6.31,Low,True,1.82
P1002,BBT,West,Distributor,Volume Discount,268102.69,322,25511.74,27.37,6.68,High,True,3.69
P1003,BBT,West,Retailer,Volume Discount,43737.21,385,8770.72,6.49,6.2,Medium,False,4.25
P1002,BBT,South,Retailer,Volume Discount,356096.92,264,13135.75,43.06,4.58,Medium,True,4.5
P1002,BBT,South,Retailer,Volume Discount,395289.32,355,32798.99,39.49,10.61,Medium,True,2.17
P1001,BBT,North,Retailer,Volume Discount,306813.29,223,16852.52,7.21,11.5,Low,False,4.36
P1003,BBT,South,Wholesaler,Volume Discount,343232.15,45,20276.03,12.16,19.33,Medium,True,3.77
P1002,BBT,West,Retailer,Volume Discount,188020.12,211,13144.8,-3.71,0.65,High,True,2.98
P1001,BBT,West,Wholesaler,Volume Discount,73443.84,187,47329.81,10.93,12.3,High,False,4.65
P1002,BBT,East,Wholesaler,Volume Discount,154760.61,108,25626.35,48.2,8.01,Low,True,4.18
P1003,BBT,East,Distributor,Volume Discount,100947.14,390,29447.78,47.93,18.41,High,True,1.14
P1003,BBT,North,Retailer,Volume Discount,137613.94,75,5877.17,15.02,10.9,High,False,4.01
P1001,BBT,North,Retailer,Volume Discount,156527.56,409,16105.68,36.6,19.22,Medium,False,2.55
P1002,BBT,West,Distributor,Volume Discount,167861.99,303,19034.04,2.71,16.5,High,True,3.85
P1001,BBT,South,Wholesaler,Volume Discount,481935.95,105,21969.22,20.19,18.05,High,True,2.82
P1002,BBT,South,Retailer,Volume Discount,284377.28,163,35050.75,42.05,11.87,Medium,True,4.62
P1003,BBT,South,Wholesaler,Volume Discount,233436.91,242,28559.4,28.35,12.06,Medium,False,1.05
P1002,BBT,East,Distributor,Volume Discount,351246.41,248,47494.47,20.97,4.62,Medium,True,4.94
P1003,BBT,East,Wholesaler,Volume Discount,289435.19,23,28001.37,10.03,17.24,High,False,3.3
P1003,BBT,North,Distributor,Volume Discount,37672.8,219,3915.94,23.2,16.86,High,True,2.24
P1003,BBT,North,Distributor,Volume Discount,239277.11,387,24543.24,20.81,12.19,Low,False,2.77
P1003,BBT,West,Wholesaler,Volume Discount,248245.08,212,1092.91,-8.92,19.14,High,False,4.19
P1002,BBT,West,Wholesaler,Volume Discount,416888.04,298,32817.69,48.65,0.48,High,False,1.58
P1002,BBT,West,Wholesaler,Volume Discount,415236.78,330,41702.63,-6.4,4.32,Medium,False,1.44
P1001,BBT,North,Wholesaler,Volume Discount,245229.18,55,5572.3,-7.85,8.94,Medium,True,2.16
P1003,BBT,West,Distributor,Volume Discount,209076.77,23,18219.59,12.14,18.64,Low,True,2.26
P1002,BBT,South,Retailer,Volume Discount,368438.53,145,26553.69,-1.34,3.35,High,False,4.8
P1001,BBT,North,Distributor,Volume Discount,59277.55,118,16933.31,15.74,9.66,Low,True,1.37
P1002,BBT,West,Wholesaler,Volume Discount,123465.14,319,38563.76,9.98,3.62,Medium,True,4.43
P1003,BBT,West,Distributor,Volume Discount,281283.87,67,28477.17,6.56,9.88,Low,False,3.43
P1002,BBT,West,Distributor,Volume Discount,350026.69,262,17015.99,24.9,19.08,Medium,True,4.01
P1002,BBT,East,Retailer,Volume Discount,452512.82,126,37977.42,16.39,9.35,Low,True,3.85
P1001,BBT,East,Distributor,Volume Discount,452558.54,411,26848.39,24.16,18.66,Low,False,4.51
P1002,BBT,East,Retailer,Volume Discount,245328.48,81,11463.52,37.32,17.78,High,False,4.37
P1003,BBT,West,Retailer,Volume Discount,225359.3,445,12699.77,9.91,4.53,High,True,2.24
P1001,BBT,West,Distributor,Volume Discount,330798.82,200,16523.8,7.32,3.1,Medium,False,2.71
P1002,BBT,North,Retailer,Volume Discount,208881.37,400,33604.92,1.83,2.84,High,False,2.93
P1003,BBT,North,Distributor,Volume Discount,33730.23,375,16921.9,36.32,11.33,High,True,2.74
P1001,BBT,West,Wholesaler,Volume Discount,338441.12,229,26836.48,29.85,6.36,Low,False,4.7
P1003,BBT,East,Retailer,Volume Discount,135514.64,349,49842.76,27.93,15.81,Low,True,2.59
P1002,BBT,East,Wholesaler,Volume Discount,408640.76,460,16555.63,27.77,11.03,High,True,1.15
P1002,BBT,East,Retailer,Volume Discount,221565.6,124,37858.18,7.65,1.91,Low,True,3.92
P1003,BBT,North,Distributor,Volume Discount,495509.34,472,35620.03,-7.33,18.46,Medium,True,4.89
P1001,BBT,West,Distributor,Volume Discount,160169.8,97,26703.64,22.84,4.55,High,False,4.54
P1001,BBT,East,Wholesaler,Volume Discount,424706.62,391,4995.76,30.5,2.28,Low,True,4.04
P1003,BBT,East,Wholesaler,Volume Discount,350112.92,252,8192.87,28.33,13.62,High,False,4.18
P1001,BBT,East,Retailer,Volume Discount,252847.51,170,46716.76,23.5,7.42,Medium,True,4.68
P1001,BBT,West,Distributor,Volume Discount,434408.23,62,39284.16,8.17,14.59,Low,False,3.04
P1003,BBT,South,Retailer,Volume Discount,21969.93,440,10984.09,13.33,11.2,Medium,False,2.58
P1002,BBT,East,Retailer,Volume Discount,318306.32,122,17318.88,48.46,12.45,Low,True,4.36
P1002,BBT,South,Distributor,Volume Discount,305474.56,58,35378.2,8.65,10.2,Medium,True,1.33
P1003,BBT,South,Distributor,Volume Discount,61509.83,53,39358.05,40.95,15.04,Low,False,1.67
P1002,BBT,North,Retailer,Volume Discount,105226.85,23,23227.65,-5.89,16.13,Low,False,3.47
P1002,BBT,West,Distributor,Volume Discount,427482.44,444,3439.32,21.58,12.33,Medium,True,2.17
P1003,BBT,South,Retailer,Volume Discount,376773.29,154,15981.6,-0.7,0.28,Medium,False,3.81
P1001,BBT,North,Distributor,Volume Discount,82637.07,309,30637.73,44.21,0.35,Low,True,3.42
P1002,BBT,North,Retailer,Volume Discount,143414.12,387,44750.11,-4.11,16.18,Low,False,1.39
P1003,BBT,North,Wholesaler,Volume Discount,195019.68,280,38243.7,37.07,18.56,High,False,1.91
P1003,BBT,West,Retailer,Volume Discount,252116.58,287,20763.86,-0.61,16.94,High,True,1.74
P1002,BBT,West,Distributor,Volume Discount,421211.84,117,22622.44,46.86,6.55,Medium,True,3.66
P1002,BBT,North,Distributor,Volume Discount,51439.61,225,9130.17,31.67,3.84,Medium,False,1.99
P1003,BBT,South,Wholesaler,Volume Discount,195860.69,256,34508.5,38.72,10.3,Low,True,4.62
P1002,BBT,North,Wholesaler,Volume Discount,278099.85,348,7538.04,13.37,13.3,Low,False,4.04
P1001,BBT,North,Wholesaler,Volume Discount,294849.12,267,34682.08,35.22,1.34,Low,True,3.56
P1003,BBT,West,Distributor,Volume Discount,339958.32,130,10962.01,21.77,12.33,Low,False,1.06
P1002,BBT,East,Wholesaler,Volume Discount,319150.85,450,9741.9,49.59,7.16,Medium,True,4.58
P1002,BBT,West,Wholesaler,Volume Discount,313747.16,328,33845.74,31.1,8.8,Medium,False,3.05
P1003,BBT,South,Distributor,Volume Discount,465445.86,100,31819.48,14.97,13.74,High,False,3.64
P1002,BBT,East,Wholesaler,Volume Discount,103934.09,151,15841.87,32.87,14.84,Medium,False,3.25
P1003,BBT,South,Distributor,Volume Discount,276323.7,219,5670.67,0.03,2.84,Low,False,1.6
P1002,BBT,West,Distributor,Volume Discount,213420.28,478,44346.53,25.09,15.54,Low,True,1.2
P1001,BBT,North,Wholesaler,Volume Discount,375573.97,432,13175.03,7.53,9.37,Medium,False,1.55
P1003,BBT,East,Retailer,Volume Discount,221384.44,15,19046.87,26.69,19.71,Medium,False,3.82
P1002,BBT,South,Retailer,Volume Discount,368336.82,71,43386.29,37.08,11.27,Medium,False,3.46
P1003,BBT,North,Wholesaler,Volume Discount,292560.65,98,39151.83,28.22,4.37,Medium,False,4.65
P1001,BBT,North,Distributor,Volume Discount,460809.21,369,42849.43,43.78,14.48,High,True,1.83
P1003,BBT,South,Distributor,Volume Discount,160103.36,363,1748.52,37.41,18.92,Low,True,4.21
P1003,BBT,North,Wholesaler,Volume Discount,75236.35,395,20223.19,-9.92,16.39,High,True,2.39
P1001,BBT,North,Retailer,Volume Discount,488798.41,218,5548.76,37.33,13.49,Low,True,2.35
P1003,BBT,South,Retailer,Volume Discount,156733.08,324,19715.46,42.99,9.37,High,True,4.27
P1001,BBT,West,Wholesaler,Volume Discount,295087.24,230,31077.46,13.39,8.54,Low,True,4.38
P1003,BBT,North,Wholesaler,Volume Discount,158201.22,470,37997.59,25.68,9.02,Medium,True,2.85
P1001,BBT,North,Retailer,Volume Discount,166980.33,397,31589.04,-4.67,7.8,Low,True,4.79
P1001,BBT,West,Distributor,Volume Discount,70154.49,416,13125.49,18.24,11.98,Low,False,4.15
P1002,BBT,North,Retailer,Volume Discount,203864.2,184,39188.82,44.42,3.96,Low,False,1.17
P1001,BBT,North,Distributor,Volume Discount,271449.27,294,9868.15,39.67,1.87,Medium,False,3.1
P1002,BBT,South,Retailer,Volume Discount,485135.39,18,15835.89,43.11,7.0,Low,True,2.17
P1002,BBT,West,Retailer,Volume Discount,93841.73,365,48866.81,1.83,18.4,Medium,False,3.69
P1001,BBT,East,Wholesaler,Volume Discount,410528.52,48,38395.0,40.83,10.38,Medium,False,3.88
P1002,BBT,East,Retailer,Volume Discount,482184.59,286,29589.35,45.64,18.67,Low,False,1.53
P1001,BBT,East,Retailer,Volume Discount,358419.54,263,24698.72,-9.65,15.53,Medium,True,1.97
P1001,BBT,West,Wholesaler,Volume Discount,490113.86,429,979.27,31.64,8.25,High,False,3.18
P1003,BBT,North,Wholesaler,Volume Discount,49451.52,424,22590.89,20.95,16.25,High,False,2.6
P1003,BBT,North,Retailer,Volume Discount,378259.54,118,24397.72,-2.99,3.07,Medium,True,4.15
P1002,BBT,West,Retailer,Volume Discount,156399.28,21,42332.87,15.41,0.71,High,True,4.48
P1001,BBT,West,Retailer,Volume Discount,276020.47,143,32233.87,35.59,11.41,Medium,True,3.58
P1001,BBT,East,Distributor,Volume Discount,355250.47,142,8446.12,43.2,1.94,Low,False,4.68
P1002,BBT,North,Retailer,Volume Discount,488659.53,192,631.99,47.6,0.06,High,False,3.51
P1001,BBT,West,Retailer,Volume Discount,341770.64,402,5704.94,-2.69,15.95,Low,True,1.13
P1001,BBT,West,Distributor,Volume Discount,364742.2,477,28999.94,49.45,10.53,Low,False,2.59
P1003,BBT,East,Wholesaler,Volume Discount,119108.38,437,41821.57,-9.01,12.51,Low,False,4.62
P1001,BBT,South,Retailer,Volume Discount,496613.87,41,13846.08,49.42,2.26,High,False,3.53
P1001,BBT,North,Retailer,Volume Discount,285646.14,106,24149.56,4.47,6.61,Medium,False,2.84
P1001,BBT,West,Distributor,Volume Discount,374506.43,234,35139.78,6.86,0.83,Low,True,4.66
P1003,BBT,West,Retailer,Volume Discount,139804.15,134,14023.44,29.59,17.9,Medium,True,1.32
P1001,BBT,West,Retailer,Volume Discount,471342.71,303,46174.65,-7.65,12.56,Medium,False,3.66
P1002,BBT,South,Distributor,Volume Discount,271954.91,73,46022.31,40.2,7.34,High,False,3.35
P1003,BBT,West,Distributor,Volume Discount,343918.18,359,38462.28,40.24,0.97,Low,False,1.55
P1002,BBT,North,Distributor,Volume Discount,361253.58,294,6085.86,-3.99,3.2,Low,False,1.02
P1002,BBT,North,Retailer,Volume Discount,246680.86,415,39707.77,10.22,17.83,Medium,True,3.65
P1001,BBT,West,Retailer,Volume Discount,41261.49,186,37171.08,23.99,4.26,High,True,2.37
P1002,BBT,North,Distributor,Volume Discount,22103.05,91,42350.61,21.37,18.83,Low,False,4.55
P1002,BBT,West,Retailer,Volume Discount,444948.08,470,47427.46,13.17,6.43,High,False,3.28
P1002,BBT,East,Wholesaler,Volume Discount,257570.6,348,27300.62,12.66,10.01,Medium,True,3.45
P1002,BBT,South,Wholesaler,Volume Discount,218962.57,42,14958.15,-9.33,12.14,High,False,2.75
P1001,BBT,North,Distributor,Volume Discount,233325.63,168,47381.19,43.03,18.51,Low,True,1.73
P1002,BBT,West,Wholesaler,Volume Discount,351604.04,226,29820.21,34.81,4.55,Medium,False,3.93
P1001,BBT,South,Distributor,Volume Discount,350055.14,23,3235.13,24.9,7.45,Medium,False,2.34
P1002,BBT,South,Wholesaler,Volume Discount,296560.85,181,7542.66,2.07,11.58,Medium,False,1.22
P1001,BBT,South,Distributor,Volume Discount,55105.64,367,17029.21,6.4,6.96,Medium,False,4.07
P1002,BBT,East,Wholesaler,Volume Discount,74412.89,413,41826.21,45.83,12.41,Medium,True,2.43
P1001,BBT,South,Distributor,Volume Discount,425017.71,446,10067.3,29.57,1.34,Medium,True,1.89
P1001,BBT,West,Distributor,Volume Discount,139730.81,12,40446.33,-3.93,18.53,High,True,4.55
P1002,BBT,North,Distributor,Volume Discount,321745.05,234,25091.95,3.43,13.56,Medium,False,2.86
P1002,BBT,North,Distributor,Volume Discount,289270.31,330,43020.6,24.67,7.32,Low,True,1.9
P1001,BBT,West,Distributor,Volume Discount,223231.59,387,18265.35,19.66,10.94,Medium,False,2.88
P1003,BBT,South,Retailer,Volume Discount,441551.81,269,31877.02,42.2,7.89,High,False,4.93
P1002,BBT,North,Wholesaler,Volume Discount,133178.97,161,16496.73,25.24,4.89,High,False,1.17
P1001,BBT,North,Retailer,Volume Discount,224124.54,488,18519.28,18.29,19.23,High,True,2.7
P1003,BBT,West,Wholesaler,Volume Discount,347120.77,475,48199.14,33.44,10.57,Medium,True,3.93
P1001,BBT,West,Retailer,Volume Discount,161753.57,187,21407.05,37.2,10.57,Medium,True,3.15
P1002,BBT,East,Wholesaler,Volume Discount,113520.36,497,40748.52,26.99,19.32,Medium,False,2.46
P1001,BBT,West,Wholesaler,Volume Discount,135813.24,399,47956.25,45.96,2.46,Low,False,2.2
P1001,BBT,North,Retailer,Volume Discount,395646.56,301,4799.93,38.44,14.85,Medium,False,1.7
P1001,BBT,East,Retailer,Volume Discount,286976.51,170,20869.5,-2.01,19.14,High,True,3.01
P1002,BBT,South,Retailer,Volume Discount,342257.95,385,21823.08,22.56,12.25,Low,False,1.17
P1003,BBT,East,Distributor,Volume Discount,71973.07,36,7414.34,11.48,7.45,Low,True,4.94
P1002,BBT,East,Wholesaler,Volume Discount,467840.73,386,37162.75,49.54,6.29,High,True,1.84
P1001,BBT,South,Distributor,Volume Discount,391187.52,169,47144.22,11.38,17.48,Medium,False,2.66
P1002,BBT,North,Distributor,Volume Discount,366231.5,203,10314.6,4.35,0.56,Low,False,2.96
P1003,BBT,North,Distributor,Volume Discount,197857.7,121,48128.64,8.36,12.84,Low,False,1.13
P1001,BBT,North,Wholesaler,Volume Discount,23686.86,235,6321.06,39.53,9.48,High,False,4.34
P1002,BBT,South,Distributor,Volume Discount,278748.07,187,35676.3,49.38,2.59,Medium,False,3.27
P1003,BBT,South,Retailer,Volume Discount,319597.56,313,16410.41,18.33,8.4,Medium,False,4.72
P1001,BBT,East,Retailer,Volume Discount,186477.64,176,6663.45,17.38,15.49,High,False,2.23
P1001,BBT,South,Distributor,Volume Discount,124200.04,357,31656.14,31.06,8.46,Low,True,4.59
P1003,BBT,North,Retailer,Volume Discount,394329.7,106,48413.34,24.05,11.54,Low,False,1.58
P1002,BBT,North,Distributor,Volume Discount,98930.46,351,29706.56,28.4,7.88,High,False,4.07
P1003,BBT,East,Retailer,Volume Discount,496824.08,343,25953.36,15.97,4.76,High,False,1.81
P1002,BBT,West,Retailer,Volume Discount,175233.05,281,12486.51,9.2,11.8,Low,True,2.71
P1003,BBT,West,Wholesaler,Volume Discount,191397.86,380,10349.69,46.56,10.02,Medium,True,2.54
P1001,BBT,South,Distributor,Volume Discount,26552.19,411,13276.45,9.39,7.78,High,False,4.27
P1003,BBT,North,Retailer,Volume Discount,415203.86,173,26784.55,9.31,8.49,Medium,False,4.52
P1001,BBT,North,Retailer,Volume Discount,22391.05,408,13586.12,1.96,15.11,Low,False,2.89
P1002,BBT,West,Retailer,Volume Discount,238889.44,318,20066.68,46.65,19.41,Medium,False,3.22
P1003,BBT,North,Retailer,Volume Discount,257894.44,196,49962.52,35.99,13.92,Medium,False,2.73
P1003,BBT,South,Wholesaler,Volume Discount,472643.08,267,25313.62,-8.33,12.31,Low,False,2.93
P1003,BBT,North,Retailer,Volume Discount,437011.6,32,1024.5,45.33,15.02,Low,False,1.71
P1001,BBT,East,Distributor,Volume Discount,364892.32,112,33245.63,27.77,1.61,High,True,3.62
